run_id,seed,method,logical_time_s,phase,application_demand_mbps,actual_throughput_mbps,network_capacity_mbps,physical_capacity_mbps,latency_ms,qos_satisfied,failure_detected,action_selected,activated,recovered
compound:seed=6:method=proposed,6,proposed,8.6,STABLE_HEALTH_WINDOW,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=6:method=full_rebuild,6,full_rebuild,0.0,STABLE,18.0,18.0,40.5,40.5,10.0,True,False,,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,2.0,DEMAND_INCREASE,22.5,22.5,40.5,40.5,10.0,True,False,,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,22.5,22.5,24.750000000000004,40.5,10.0,True,False,,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,22.5,7.2,24.750000000000004,7.2,55.900000000000006,False,False,,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,8.0,ROUTE_DEGRADED,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,8.2,RECOVERY_DECISION,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=6:method=full_rebuild,6,full_rebuild,8.4,ACTIVATION_RESULT,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=6:method=full_rebuild,6,full_rebuild,8.6,STABLE_HEALTH_WINDOW,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=6:method=network_only,6,network_only,0.0,STABLE,18.0,18.0,40.5,40.5,10.0,True,False,,False,False
compound:seed=6:method=network_only,6,network_only,2.0,DEMAND_INCREASE,22.5,22.5,40.5,40.5,10.0,True,False,,False,False
compound:seed=6:method=network_only,6,network_only,4.0,NETWORK_UTILIZATION_RISE,22.5,22.5,24.750000000000004,40.5,10.0,True,False,,False,False
compound:seed=6:method=network_only,6,network_only,6.0,PHYSICAL_CAPACITY_DROP,22.5,7.2,24.750000000000004,7.2,55.900000000000006,False,False,,False,False
compound:seed=6:method=network_only,6,network_only,8.0,ROUTE_DEGRADED,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_ROUTE,False,False
compound:seed=6:method=network_only,6,network_only,8.2,RECOVERY_DECISION,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_ROUTE,False,False
compound:seed=6:method=network_only,6,network_only,8.4,ACTIVATION_RESULT,18.0,0.0,24.750000000000004,7.2,64.0,False,True,KEEP_ROUTE,False,False
compound:seed=6:method=network_only,6,network_only,8.6,STABLE_HEALTH_WINDOW,18.0,0.0,24.750000000000004,7.2,64.0,False,True,KEEP_ROUTE,False,False
compound:seed=7:method=proposed,7,proposed,0.0,STABLE,17.0,17.0,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=proposed,7,proposed,2.0,DEMAND_INCREASE,21.25,21.25,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=proposed,7,proposed,4.0,NETWORK_UTILIZATION_RISE,21.25,21.25,23.375000000000004,38.25,10.0,True,False,,False,False
compound:seed=7:method=proposed,7,proposed,6.0,PHYSICAL_CAPACITY_DROP,21.25,6.800000000000001,23.375000000000004,6.800000000000001,53.349999999999994,False,False,,False,False
compound:seed=7:method=proposed,7,proposed,8.0,ROUTE_DEGRADED,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=7:method=proposed,7,proposed,8.2,RECOVERY_DECISION,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=7:method=proposed,7,proposed,8.4,ACTIVATION_RESULT,17.0,17.0,23.375000000000004,17.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=7:method=proposed,7,proposed,8.6,STABLE_HEALTH_WINDOW,17.0,17.0,23.375000000000004,17.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=7:method=full_rebuild,7,full_rebuild,0.0,STABLE,17.0,17.0,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,2.0,DEMAND_INCREASE,21.25,21.25,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,21.25,21.25,23.375000000000004,38.25,10.0,True,False,,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,21.25,6.800000000000001,23.375000000000004,6.800000000000001,53.349999999999994,False,False,,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,8.0,ROUTE_DEGRADED,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,8.2,RECOVERY_DECISION,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=7:method=full_rebuild,7,full_rebuild,8.4,ACTIVATION_RESULT,17.0,17.0,23.375000000000004,17.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=7:method=full_rebuild,7,full_rebuild,8.6,STABLE_HEALTH_WINDOW,17.0,17.0,23.375000000000004,17.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=7:method=network_only,7,network_only,0.0,STABLE,17.0,17.0,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=network_only,7,network_only,2.0,DEMAND_INCREASE,21.25,21.25,38.25,38.25,10.0,True,False,,False,False
compound:seed=7:method=network_only,7,network_only,4.0,NETWORK_UTILIZATION_RISE,21.25,21.25,23.375000000000004,38.25,10.0,True,False,,False,False
compound:seed=7:method=network_only,7,network_only,6.0,PHYSICAL_CAPACITY_DROP,21.25,6.800000000000001,23.375000000000004,6.800000000000001,53.349999999999994,False,False,,False,False
compound:seed=7:method=network_only,7,network_only,8.0,ROUTE_DEGRADED,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_ROUTE,False,False
compound:seed=7:method=network_only,7,network_only,8.2,RECOVERY_DECISION,21.25,6.800000000000001,13.8125,6.800000000000001,53.349999999999994,False,True,KEEP_ROUTE,False,False
compound:seed=7:method=network_only,7,network_only,8.4,ACTIVATION_RESULT,17.0,0.0,23.375000000000004,6.800000000000001,61.0,False,True,KEEP_ROUTE,False,False
compound:seed=7:method=network_only,7,network_only,8.6,STABLE_HEALTH_WINDOW,17.0,0.0,23.375000000000004,6.800000000000001,61.0,False,True,KEEP_ROUTE,False,False
compound:seed=8:method=proposed,8,proposed,0.0,STABLE,9.25,9.25,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=proposed,8,proposed,2.0,DEMAND_INCREASE,11.5625,11.5625,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=proposed,8,proposed,4.0,NETWORK_UTILIZATION_RISE,11.5625,11.5625,12.718750000000002,20.8125,10.0,True,False,,False,False
compound:seed=8:method=proposed,8,proposed,6.0,PHYSICAL_CAPACITY_DROP,11.5625,3.7,12.718750000000002,3.7,33.5875,False,False,,False,False
compound:seed=8:method=proposed,8,proposed,8.0,ROUTE_DEGRADED,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=8:method=proposed,8,proposed,8.2,RECOVERY_DECISION,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=8:method=proposed,8,proposed,8.4,ACTIVATION_RESULT,9.25,9.25,12.718750000000002,9.25,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=8:method=proposed,8,proposed,8.6,STABLE_HEALTH_WINDOW,9.25,9.25,12.718750000000002,9.25,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=8:method=full_rebuild,8,full_rebuild,0.0,STABLE,9.25,9.25,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,2.0,DEMAND_INCREASE,11.5625,11.5625,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,11.5625,11.5625,12.718750000000002,20.8125,10.0,True,False,,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,11.5625,3.7,12.718750000000002,3.7,33.5875,False,False,,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,8.0,ROUTE_DEGRADED,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,8.2,RECOVERY_DECISION,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=8:method=full_rebuild,8,full_rebuild,8.4,ACTIVATION_RESULT,9.25,9.25,12.718750000000002,9.25,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=8:method=full_rebuild,8,full_rebuild,8.6,STABLE_HEALTH_WINDOW,9.25,9.25,12.718750000000002,9.25,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=8:method=network_only,8,network_only,0.0,STABLE,9.25,9.25,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=network_only,8,network_only,2.0,DEMAND_INCREASE,11.5625,11.5625,20.8125,20.8125,10.0,True,False,,False,False
compound:seed=8:method=network_only,8,network_only,4.0,NETWORK_UTILIZATION_RISE,11.5625,11.5625,12.718750000000002,20.8125,10.0,True,False,,False,False
compound:seed=8:method=network_only,8,network_only,6.0,PHYSICAL_CAPACITY_DROP,11.5625,3.7,12.718750000000002,3.7,33.5875,False,False,,False,False
compound:seed=8:method=network_only,8,network_only,8.0,ROUTE_DEGRADED,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_ROUTE,False,False
compound:seed=8:method=network_only,8,network_only,8.2,RECOVERY_DECISION,11.5625,3.7,7.515625,3.7,33.5875,False,True,KEEP_ROUTE,False,False
compound:seed=8:method=network_only,8,network_only,8.4,ACTIVATION_RESULT,9.25,0.0,12.718750000000002,3.7,37.75,False,True,KEEP_ROUTE,False,False
compound:seed=8:method=network_only,8,network_only,8.6,STABLE_HEALTH_WINDOW,9.25,0.0,12.718750000000002,3.7,37.75,False,True,KEEP_ROUTE,False,False
compound:seed=9:method=proposed,9,proposed,0.0,STABLE,13.75,13.75,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=proposed,9,proposed,2.0,DEMAND_INCREASE,17.1875,17.1875,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=proposed,9,proposed,4.0,NETWORK_UTILIZATION_RISE,17.1875,17.1875,18.90625,30.9375,10.0,True,False,,False,False
compound:seed=9:method=proposed,9,proposed,6.0,PHYSICAL_CAPACITY_DROP,17.1875,5.5,18.90625,5.5,45.0625,False,False,,False,False
compound:seed=9:method=proposed,9,proposed,8.0,ROUTE_DEGRADED,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=9:method=proposed,9,proposed,8.2,RECOVERY_DECISION,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=9:method=proposed,9,proposed,8.4,ACTIVATION_RESULT,13.75,13.75,18.90625,13.75,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=9:method=proposed,9,proposed,8.6,STABLE_HEALTH_WINDOW,13.75,13.75,18.90625,13.75,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=9:method=full_rebuild,9,full_rebuild,0.0,STABLE,13.75,13.75,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,2.0,DEMAND_INCREASE,17.1875,17.1875,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,17.1875,17.1875,18.90625,30.9375,10.0,True,False,,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,17.1875,5.5,18.90625,5.5,45.0625,False,False,,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,8.0,ROUTE_DEGRADED,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,8.2,RECOVERY_DECISION,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=9:method=full_rebuild,9,full_rebuild,8.4,ACTIVATION_RESULT,13.75,13.75,18.90625,13.75,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=9:method=full_rebuild,9,full_rebuild,8.6,STABLE_HEALTH_WINDOW,13.75,13.75,18.90625,13.75,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=9:method=network_only,9,network_only,0.0,STABLE,13.75,13.75,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=network_only,9,network_only,2.0,DEMAND_INCREASE,17.1875,17.1875,30.9375,30.9375,10.0,True,False,,False,False
compound:seed=9:method=network_only,9,network_only,4.0,NETWORK_UTILIZATION_RISE,17.1875,17.1875,18.90625,30.9375,10.0,True,False,,False,False
compound:seed=9:method=network_only,9,network_only,6.0,PHYSICAL_CAPACITY_DROP,17.1875,5.5,18.90625,5.5,45.0625,False,False,,False,False
compound:seed=9:method=network_only,9,network_only,8.0,ROUTE_DEGRADED,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_ROUTE,False,False
compound:seed=9:method=network_only,9,network_only,8.2,RECOVERY_DECISION,17.1875,5.5,11.171875,5.5,45.0625,False,True,KEEP_ROUTE,False,False
compound:seed=9:method=network_only,9,network_only,8.4,ACTIVATION_RESULT,13.75,0.0,18.90625,5.5,51.25,False,True,KEEP_ROUTE,False,False
compound:seed=9:method=network_only,9,network_only,8.6,STABLE_HEALTH_WINDOW,13.75,0.0,18.90625,5.5,51.25,False,True,KEEP_ROUTE,False,False
compound:seed=10:method=proposed,10,proposed,0.0,STABLE,18.0,18.0,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=proposed,10,proposed,2.0,DEMAND_INCREASE,22.5,22.5,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=proposed,10,proposed,4.0,NETWORK_UTILIZATION_RISE,22.5,22.5,24.750000000000004,40.5,10.0,True,False,,False,False
compound:seed=10:method=proposed,10,proposed,6.0,PHYSICAL_CAPACITY_DROP,22.5,7.2,24.750000000000004,7.2,55.900000000000006,False,False,,False,False
compound:seed=10:method=proposed,10,proposed,8.0,ROUTE_DEGRADED,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=10:method=proposed,10,proposed,8.2,RECOVERY_DECISION,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=10:method=proposed,10,proposed,8.4,ACTIVATION_RESULT,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=10:method=proposed,10,proposed,8.6,STABLE_HEALTH_WINDOW,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=10:method=full_rebuild,10,full_rebuild,0.0,STABLE,18.0,18.0,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,2.0,DEMAND_INCREASE,22.5,22.5,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,22.5,22.5,24.750000000000004,40.5,10.0,True,False,,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,22.5,7.2,24.750000000000004,7.2,55.900000000000006,False,False,,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,8.0,ROUTE_DEGRADED,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,8.2,RECOVERY_DECISION,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=10:method=full_rebuild,10,full_rebuild,8.4,ACTIVATION_RESULT,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=10:method=full_rebuild,10,full_rebuild,8.6,STABLE_HEALTH_WINDOW,18.0,18.0,24.750000000000004,18.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=10:method=network_only,10,network_only,0.0,STABLE,18.0,18.0,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=network_only,10,network_only,2.0,DEMAND_INCREASE,22.5,22.5,40.5,40.5,10.0,True,False,,False,False
compound:seed=10:method=network_only,10,network_only,4.0,NETWORK_UTILIZATION_RISE,22.5,22.5,24.750000000000004,40.5,10.0,True,False,,False,False
compound:seed=10:method=network_only,10,network_only,6.0,PHYSICAL_CAPACITY_DROP,22.5,7.2,24.750000000000004,7.2,55.900000000000006,False,False,,False,False
compound:seed=10:method=network_only,10,network_only,8.0,ROUTE_DEGRADED,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_ROUTE,False,False
compound:seed=10:method=network_only,10,network_only,8.2,RECOVERY_DECISION,22.5,7.2,14.625,7.2,55.900000000000006,False,True,KEEP_ROUTE,False,False
compound:seed=10:method=network_only,10,network_only,8.4,ACTIVATION_RESULT,18.0,0.0,24.750000000000004,7.2,64.0,False,True,KEEP_ROUTE,False,False
compound:seed=10:method=network_only,10,network_only,8.6,STABLE_HEALTH_WINDOW,18.0,0.0,24.750000000000004,7.2,64.0,False,True,KEEP_ROUTE,False,False
compound:seed=11:method=proposed,11,proposed,0.0,STABLE,16.0,16.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=proposed,11,proposed,2.0,DEMAND_INCREASE,20.0,20.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=proposed,11,proposed,4.0,NETWORK_UTILIZATION_RISE,20.0,20.0,22.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=proposed,11,proposed,6.0,PHYSICAL_CAPACITY_DROP,20.0,6.4,22.0,6.4,50.8,False,False,,False,False
compound:seed=11:method=proposed,11,proposed,8.0,ROUTE_DEGRADED,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=11:method=proposed,11,proposed,8.2,RECOVERY_DECISION,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=11:method=proposed,11,proposed,8.4,ACTIVATION_RESULT,16.0,16.0,22.0,16.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=11:method=proposed,11,proposed,8.6,STABLE_HEALTH_WINDOW,16.0,16.0,22.0,16.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=11:method=full_rebuild,11,full_rebuild,0.0,STABLE,16.0,16.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,2.0,DEMAND_INCREASE,20.0,20.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,20.0,20.0,22.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,20.0,6.4,22.0,6.4,50.8,False,False,,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,8.0,ROUTE_DEGRADED,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,8.2,RECOVERY_DECISION,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=11:method=full_rebuild,11,full_rebuild,8.4,ACTIVATION_RESULT,16.0,16.0,22.0,16.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=11:method=full_rebuild,11,full_rebuild,8.6,STABLE_HEALTH_WINDOW,16.0,16.0,22.0,16.0,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=11:method=network_only,11,network_only,0.0,STABLE,16.0,16.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=network_only,11,network_only,2.0,DEMAND_INCREASE,20.0,20.0,36.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=network_only,11,network_only,4.0,NETWORK_UTILIZATION_RISE,20.0,20.0,22.0,36.0,10.0,True,False,,False,False
compound:seed=11:method=network_only,11,network_only,6.0,PHYSICAL_CAPACITY_DROP,20.0,6.4,22.0,6.4,50.8,False,False,,False,False
compound:seed=11:method=network_only,11,network_only,8.0,ROUTE_DEGRADED,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_ROUTE,False,False
compound:seed=11:method=network_only,11,network_only,8.2,RECOVERY_DECISION,20.0,6.4,13.0,6.4,50.8,False,True,KEEP_ROUTE,False,False
compound:seed=11:method=network_only,11,network_only,8.4,ACTIVATION_RESULT,16.0,0.0,22.0,6.4,58.0,False,True,KEEP_ROUTE,False,False
compound:seed=11:method=network_only,11,network_only,8.6,STABLE_HEALTH_WINDOW,16.0,0.0,22.0,6.4,58.0,False,True,KEEP_ROUTE,False,False
compound:seed=12:method=proposed,12,proposed,0.0,STABLE,16.5,16.5,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=proposed,12,proposed,2.0,DEMAND_INCREASE,20.625,20.625,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=proposed,12,proposed,4.0,NETWORK_UTILIZATION_RISE,20.625,20.625,22.687500000000004,37.125,10.0,True,False,,False,False
compound:seed=12:method=proposed,12,proposed,6.0,PHYSICAL_CAPACITY_DROP,20.625,6.6000000000000005,22.687500000000004,6.6000000000000005,52.074999999999996,False,False,,False,False
compound:seed=12:method=proposed,12,proposed,8.0,ROUTE_DEGRADED,20.625,6.6000000000000005,13.40625,6.6000000000000005,52.074999999999996,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=12:method=proposed,12,proposed,8.2,RECOVERY_DECISION,20.625,6.6000000000000005,13.40625,6.6000000000000005,52.074999999999996,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=12:method=proposed,12,proposed,8.4,ACTIVATION_RESULT,16.5,16.5,22.687500000000004,16.5,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=12:method=proposed,12,proposed,8.6,STABLE_HEALTH_WINDOW,16.5,16.5,22.687500000000004,16.5,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=12:method=full_rebuild,12,full_rebuild,0.0,STABLE,16.5,16.5,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,2.0,DEMAND_INCREASE,20.625,20.625,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,4.0,NETWORK_UTILIZATION_RISE,20.625,20.625,22.687500000000004,37.125,10.0,True,False,,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,6.0,PHYSICAL_CAPACITY_DROP,20.625,6.6000000000000005,22.687500000000004,6.6000000000000005,52.074999999999996,False,False,,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,8.0,ROUTE_DEGRADED,20.625,6.6000000000000005,13.40625,6.6000000000000005,52.074999999999996,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,8.2,RECOVERY_DECISION,20.625,6.6000000000000005,13.40625,6.6000000000000005,52.074999999999996,False,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,False,False
compound:seed=12:method=full_rebuild,12,full_rebuild,8.4,ACTIVATION_RESULT,16.5,16.5,22.687500000000004,16.5,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,False
compound:seed=12:method=full_rebuild,12,full_rebuild,8.6,STABLE_HEALTH_WINDOW,16.5,16.5,22.687500000000004,16.5,10.0,True,True,KEEP_QUALITY;REBIND_SESSION;KEEP_ROUTE;SWITCH_ACCESS,True,True
compound:seed=12:method=network_only,12,network_only,0.0,STABLE,16.5,16.5,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=network_only,12,network_only,2.0,DEMAND_INCREASE,20.625,20.625,37.125,37.125,10.0,True,False,,False,False
compound:seed=12:method=network_only,12,network_only,4.0,NETWORK_UTILIZATION_RISE,20.625,20.625,22.687500000000004,37.125,10.0,True,False,,False,False
