method,scenario,conflict_pressure,seed,ground_truth_conflict,ground_truth_resolvable,conflict_class,selected_proposals,selected_action_set,qos_satisfied,infeasible_configuration,conflict_detected,conflict_resolved,safe_rejection,rollback_triggered,coordination_latency_ms,transaction_latency_ms
no_verification,application_capacity,1.4,10,True,True,RESOLVABLE_CONFLICT,exp3-seed-0010:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0010:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0010:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0010:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5622208118438721,15.428967773914337
proposed,application_capacity,1.4,11,True,True,RESOLVABLE_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.130600184202194,11.769566684961319
independent,application_capacity,1.4,11,True,True,RESOLVABLE_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.034555792808532715,15.362907201051712
adjacent,application_capacity,1.4,11,True,True,RESOLVABLE_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7241517305374146,15.428431332111359
no_verification,application_capacity,1.4,11,True,True,RESOLVABLE_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5549192428588867,15.346907079219818
proposed,application_capacity,1.4,12,True,True,RESOLVABLE_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.125600844621658,10.718774050474167
independent,application_capacity,1.4,12,True,True,RESOLVABLE_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03480538725852966,13.910893350839615
adjacent,application_capacity,1.4,12,True,True,RESOLVABLE_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7175169885158539,13.871796429157257
no_verification,application_capacity,1.4,12,True,True,RESOLVABLE_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5549229681491852,13.889089226722717
proposed,application_capacity,1.4,13,True,True,RESOLVABLE_CONFLICT,exp3-seed-0013:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0013:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0013:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0013:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.1277317106723785,12.06812635064125
independent,application_capacity,1.4,13,True,True,RESOLVABLE_CONFLICT,exp3-seed-0013:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0013:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0013:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0013:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03492087125778198,15.658542513847351
adjacent,application_capacity,1.4,13,True,True,RESOLVABLE_CONFLICT,exp3-seed-0013:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0013:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0013:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0013:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7272027432918549,15.679173171520233
no_verification,application_capacity,1.4,13,True,True,RESOLVABLE_CONFLICT,exp3-seed-0013:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0013:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0013:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0013:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.567413866519928,15.619680285453796
proposed,application_capacity,1.4,14,True,True,RESOLVABLE_CONFLICT,exp3-seed-0014:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0014:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0014:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0014:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.113087594509125,11.953581124544144
independent,application_capacity,1.4,14,True,True,RESOLVABLE_CONFLICT,exp3-seed-0014:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0014:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0014:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0014:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03495067358016968,15.549920499324799
adjacent,application_capacity,1.4,14,True,True,RESOLVABLE_CONFLICT,exp3-seed-0014:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0014:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0014:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0014:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7134042680263519,15.553943812847137
no_verification,application_capacity,1.4,14,True,True,RESOLVABLE_CONFLICT,exp3-seed-0014:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0014:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0014:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0014:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5594491958618164,15.493407845497131
proposed,application_capacity,1.4,15,True,True,RESOLVABLE_CONFLICT,exp3-seed-0015:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0015:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0015:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0015:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.154438316822052,11.773355305194855
independent,application_capacity,1.4,15,True,True,RESOLVABLE_CONFLICT,exp3-seed-0015:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0015:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0015:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0015:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03705918788909912,15.361178666353226
adjacent,application_capacity,1.4,15,True,True,RESOLVABLE_CONFLICT,exp3-seed-0015:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0015:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0015:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0015:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7363967597484589,15.392836183309555
no_verification,application_capacity,1.4,15,True,True,RESOLVABLE_CONFLICT,exp3-seed-0015:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0015:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0015:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0015:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5608610808849335,15.408433973789215
proposed,application_capacity,1.4,16,True,True,RESOLVABLE_CONFLICT,exp3-seed-0016:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0016:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0016:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0016:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.130428820848465,11.604305356740952
independent,application_capacity,1.4,16,True,True,RESOLVABLE_CONFLICT,exp3-seed-0016:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0016:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0016:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0016:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03562122583389282,14.962777495384216
adjacent,application_capacity,1.4,16,True,True,RESOLVABLE_CONFLICT,exp3-seed-0016:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0016:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0016:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0016:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7249489426612854,15.04412293434143
no_verification,application_capacity,1.4,16,True,True,RESOLVABLE_CONFLICT,exp3-seed-0016:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0016:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0016:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0016:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5560442805290222,15.025854110717773
proposed,application_capacity,1.4,17,True,True,RESOLVABLE_CONFLICT,exp3-seed-0017:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0017:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0017:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0017:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.087241530418396,11.188767850399017
independent,application_capacity,1.4,17,True,True,RESOLVABLE_CONFLICT,exp3-seed-0017:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0017:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0017:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0017:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.035531818866729736,14.509521424770355
adjacent,application_capacity,1.4,17,True,True,RESOLVABLE_CONFLICT,exp3-seed-0017:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0017:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0017:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0017:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7284954190254211,14.535646885633469
no_verification,application_capacity,1.4,17,True,True,RESOLVABLE_CONFLICT,exp3-seed-0017:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0017:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0017:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0017:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5523934960365295,14.607269316911697
proposed,application_capacity,1.4,18,True,True,RESOLVABLE_CONFLICT,exp3-seed-0018:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0018:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0018:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0018:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.136206746101379,11.043950915336609
independent,application_capacity,1.4,18,True,True,RESOLVABLE_CONFLICT,exp3-seed-0018:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0018:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0018:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0018:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03493204712867737,14.385256916284561
adjacent,application_capacity,1.4,18,True,True,RESOLVABLE_CONFLICT,exp3-seed-0018:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0018:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0018:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0018:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7242336869239807,14.384020119905472
no_verification,application_capacity,1.4,18,True,True,RESOLVABLE_CONFLICT,exp3-seed-0018:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0018:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0018:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0018:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5541816353797913,14.394711703062057
proposed,application_capacity,1.4,19,True,True,RESOLVABLE_CONFLICT,exp3-seed-0019:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0019:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0019:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0019:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.1214732229709625,12.403100728988647
independent,application_capacity,1.4,19,True,True,RESOLVABLE_CONFLICT,exp3-seed-0019:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0019:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0019:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0019:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03458186984062195,16.20757207274437
adjacent,application_capacity,1.4,19,True,True,RESOLVABLE_CONFLICT,exp3-seed-0019:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0019:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0019:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0019:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.71711465716362,16.169048845767975
no_verification,application_capacity,1.4,19,True,True,RESOLVABLE_CONFLICT,exp3-seed-0019:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0019:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0019:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0019:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5538426339626312,16.151759773492813
proposed,application_capacity,1.4,20,True,True,RESOLVABLE_CONFLICT,exp3-seed-0020:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0020:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0020:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0020:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.129236727952957,11.87124103307724
independent,application_capacity,1.4,20,True,True,RESOLVABLE_CONFLICT,exp3-seed-0020:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0020:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0020:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0020:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03487616777420044,15.536267310380936
adjacent,application_capacity,1.4,20,True,True,RESOLVABLE_CONFLICT,exp3-seed-0020:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0020:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0020:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0020:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7209219038486481,15.557948499917984
no_verification,application_capacity,1.4,20,True,True,RESOLVABLE_CONFLICT,exp3-seed-0020:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0020:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0020:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0020:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5570389330387115,15.599172562360764
proposed,application_capacity,1.4,21,True,True,RESOLVABLE_CONFLICT,exp3-seed-0021:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0021:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0021:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0021:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.109366029500961,12.67574355006218
independent,application_capacity,1.4,21,True,True,RESOLVABLE_CONFLICT,exp3-seed-0021:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0021:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0021:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0021:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.03441423177719116,16.472619026899338
adjacent,application_capacity,1.4,21,True,True,RESOLVABLE_CONFLICT,exp3-seed-0021:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0021:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0021:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0021:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.736624002456665,16.480162739753723
no_verification,application_capacity,1.4,21,True,True,RESOLVABLE_CONFLICT,exp3-seed-0021:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0021:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0021:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0021:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5584098398685455,16.48581027984619
proposed,application_capacity,1.4,22,True,True,RESOLVABLE_CONFLICT,exp3-seed-0022:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0022:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0022:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0022:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.090817809104919,11.817064136266708
independent,application_capacity,1.4,22,True,True,RESOLVABLE_CONFLICT,exp3-seed-0022:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0022:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0022:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0022:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.035256147384643555,15.344247221946716
adjacent,application_capacity,1.4,22,True,True,RESOLVABLE_CONFLICT,exp3-seed-0022:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0022:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0022:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0022:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,True,False,False,True,0.7284209132194519,15.430528670549393
no_verification,application_capacity,1.4,22,True,True,RESOLVABLE_CONFLICT,exp3-seed-0022:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0022:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0022:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0022:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.5547851324081421,15.344157814979553
proposed,application_capacity,1.4,23,True,True,RESOLVABLE_CONFLICT,exp3-seed-0023:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0023:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0023:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0023:edge-0000:transport:02:DECREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;ALLOCATE_RESOURCE;DECREASE_SEND_RATE,True,False,True,True,False,False,5.10859489440918,12.14246079325676
independent,application_capacity,1.4,23,True,True,RESOLVABLE_CONFLICT,exp3-seed-0023:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0023:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0023:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0023:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,False,True,False,False,False,True,0.035315752029418945,15.807610005140305
