method,scenario,conflict_pressure,seed,ground_truth_conflict,ground_truth_resolvable,conflict_class,selected_proposals,selected_action_set,qos_satisfied,infeasible_configuration,conflict_detected,conflict_resolved,safe_rejection,rollback_triggered,coordination_latency_ms,transaction_latency_ms
proposed,application_capacity,0.6,0,False,False,NO_CONFLICT,exp3-seed-0000:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0000:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0000:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0000:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,5.231272429227829,12.317415326833725
independent,application_capacity,0.6,0,False,False,NO_CONFLICT,exp3-seed-0000:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0000:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0000:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0000:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.036384910345077515,12.277144938707352
adjacent,application_capacity,0.6,0,False,False,NO_CONFLICT,exp3-seed-0000:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0000:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0000:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0000:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.23492053151130676,12.239847332239151
no_verification,application_capacity,0.6,0,False,False,NO_CONFLICT,exp3-seed-0000:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0000:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0000:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0000:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5696117877960205,12.274596840143204
proposed,application_capacity,0.6,1,False,False,NO_CONFLICT,exp3-seed-0001:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0001:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0001:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0001:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.989311099052429,11.686962097883224
independent,application_capacity,0.6,1,False,False,NO_CONFLICT,exp3-seed-0001:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0001:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0001:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0001:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03524497151374817,11.713333427906036
adjacent,application_capacity,0.6,1,False,False,NO_CONFLICT,exp3-seed-0001:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0001:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0001:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0001:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.2348087728023529,11.730145663022995
no_verification,application_capacity,0.6,1,False,False,NO_CONFLICT,exp3-seed-0001:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0001:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0001:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0001:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5730241537094116,11.779192835092545
proposed,application_capacity,0.6,2,False,False,NO_CONFLICT,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.948709160089493,12.134671211242676
independent,application_capacity,0.6,2,False,False,NO_CONFLICT,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03657117486000061,12.11707666516304
adjacent,application_capacity,0.6,2,False,False,NO_CONFLICT,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.22530928254127502,12.197144329547882
no_verification,application_capacity,0.6,2,False,False,NO_CONFLICT,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5660690367221832,12.1513232588768
proposed,application_capacity,0.6,3,False,False,NO_CONFLICT,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,5.006112158298492,11.866286396980286
independent,application_capacity,0.6,3,False,False,NO_CONFLICT,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03552064299583435,11.958956718444824
adjacent,application_capacity,0.6,3,False,False,NO_CONFLICT,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.23512542247772217,11.93462684750557
no_verification,application_capacity,0.6,3,False,False,NO_CONFLICT,exp3-seed-0003:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0003:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0003:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0003:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5564950406551361,12.029837816953659
proposed,application_capacity,0.6,4,False,False,NO_CONFLICT,exp3-seed-0004:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0004:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0004:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0004:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,5.008704960346222,11.747211217880249
independent,application_capacity,0.6,4,False,False,NO_CONFLICT,exp3-seed-0004:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0004:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0004:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0004:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03516301512718201,11.783532798290253
adjacent,application_capacity,0.6,4,False,False,NO_CONFLICT,exp3-seed-0004:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0004:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0004:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0004:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.22401288151741028,11.786602437496185
no_verification,application_capacity,0.6,4,False,False,NO_CONFLICT,exp3-seed-0004:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0004:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0004:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0004:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5539022386074066,11.807676404714584
proposed,application_capacity,0.6,5,False,False,NO_CONFLICT,exp3-seed-0005:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0005:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0005:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0005:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.911601543426514,11.861816048622131
independent,application_capacity,0.6,5,False,False,NO_CONFLICT,exp3-seed-0005:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0005:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0005:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0005:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.035490840673446655,12.108854949474335
adjacent,application_capacity,0.6,5,False,False,NO_CONFLICT,exp3-seed-0005:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0005:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0005:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0005:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21900609135627747,11.902481317520142
no_verification,application_capacity,0.6,5,False,False,NO_CONFLICT,exp3-seed-0005:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0005:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0005:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0005:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5574151873588562,11.976156383752823
proposed,application_capacity,0.6,6,False,False,NO_CONFLICT,exp3-seed-0006:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0006:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0006:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0006:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.996053874492645,12.095913290977478
independent,application_capacity,0.6,6,False,False,NO_CONFLICT,exp3-seed-0006:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0006:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0006:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0006:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03626570105552673,12.130353599786758
adjacent,application_capacity,0.6,6,False,False,NO_CONFLICT,exp3-seed-0006:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0006:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0006:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0006:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.2183094620704651,12.073948979377747
no_verification,application_capacity,0.6,6,False,False,NO_CONFLICT,exp3-seed-0006:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0006:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0006:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0006:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5697719752788544,12.126799672842026
proposed,application_capacity,0.6,7,False,False,NO_CONFLICT,exp3-seed-0007:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0007:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0007:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0007:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.841648042201996,12.53281906247139
independent,application_capacity,0.6,7,False,False,NO_CONFLICT,exp3-seed-0007:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0007:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0007:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0007:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03512576222419739,12.538664042949677
adjacent,application_capacity,0.6,7,False,False,NO_CONFLICT,exp3-seed-0007:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0007:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0007:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0007:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21678581833839417,12.542769312858582
no_verification,application_capacity,0.6,7,False,False,NO_CONFLICT,exp3-seed-0007:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0007:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0007:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0007:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.564277172088623,12.544296681880951
proposed,application_capacity,0.6,8,False,False,NO_CONFLICT,exp3-seed-0008:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0008:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0008:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0008:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.741400480270386,12.518197298049927
independent,application_capacity,0.6,8,False,False,NO_CONFLICT,exp3-seed-0008:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0008:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0008:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0008:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03579631447792053,12.502126395702362
adjacent,application_capacity,0.6,8,False,False,NO_CONFLICT,exp3-seed-0008:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0008:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0008:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0008:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21764636039733887,12.506891041994095
no_verification,application_capacity,0.6,8,False,False,NO_CONFLICT,exp3-seed-0008:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0008:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0008:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0008:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5728527903556824,12.529827654361725
proposed,application_capacity,0.6,9,False,False,NO_CONFLICT,exp3-seed-0009:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0009:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0009:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0009:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.852071404457092,11.81093230843544
independent,application_capacity,0.6,9,False,False,NO_CONFLICT,exp3-seed-0009:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0009:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0009:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0009:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03602355718612671,11.905558407306671
adjacent,application_capacity,0.6,9,False,False,NO_CONFLICT,exp3-seed-0009:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0009:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0009:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0009:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21871179342269897,11.909406632184982
no_verification,application_capacity,0.6,9,False,False,NO_CONFLICT,exp3-seed-0009:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0009:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0009:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0009:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5541518330574036,11.899728327989578
proposed,application_capacity,0.6,10,False,False,NO_CONFLICT,exp3-seed-0010:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0010:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0010:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0010:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.785638302564621,11.807721108198166
independent,application_capacity,0.6,10,False,False,NO_CONFLICT,exp3-seed-0010:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0010:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0010:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0010:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03571808338165283,11.90447062253952
adjacent,application_capacity,0.6,10,False,False,NO_CONFLICT,exp3-seed-0010:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0010:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0010:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0010:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21839141845703125,12.036938220262527
no_verification,application_capacity,0.6,10,False,False,NO_CONFLICT,exp3-seed-0010:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0010:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0010:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0010:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5558282136917114,11.907774955034256
proposed,application_capacity,0.6,11,False,False,NO_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.771452397108078,11.786527931690216
independent,application_capacity,0.6,11,False,False,NO_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.0352226197719574,11.875215917825699
adjacent,application_capacity,0.6,11,False,False,NO_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.21564587950706482,11.86227798461914
no_verification,application_capacity,0.6,11,False,False,NO_CONFLICT,exp3-seed-0011:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0011:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0011:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0011:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.575680285692215,11.920370161533356
proposed,application_capacity,0.6,12,False,False,NO_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.993647336959839,10.934509336948395
independent,application_capacity,0.6,12,False,False,NO_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.03632158041000366,10.923147201538086
adjacent,application_capacity,0.6,12,False,False,NO_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.22223219275474548,10.771725326776505
no_verification,application_capacity,0.6,12,False,False,NO_CONFLICT,exp3-seed-0012:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0012:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0012:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0012:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;KEEP_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,0.5644485354423523,10.76665148139
proposed,application_capacity,0.6,13,False,False,NO_CONFLICT,exp3-seed-0013:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0013:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0013:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0013:edge-0000:transport:01:INCREASE_SEND_RATE,INCREASE_APPLICATION_RATE;RESERVE_BANDWIDTH;REALLOCATE_RESOURCE;INCREASE_SEND_RATE,True,False,False,False,False,False,4.788648337125778,12.11363822221756
