run_id,seed,method,scenario,scenario_fingerprint,result_mode,num_agents_before,num_agents_after,num_edges_before,num_edges_after,num_gateways,cross_gateway_edge_ratio,agent_removal_ratio,removed_agent_type,removed_agent_ids,old_version,new_version,success,failure_reason,elastic_latency_ms,failure_handling_ms,scope_latency_ms,plan_latency_ms,compile_delta_latency_ms,stage_latency_ms,verification_latency_ms,activation_latency_ms,rollback_latency_ms,affected_agents,affected_edges,affected_sessions,affected_routes,affected_gateways,affected_physical_resources,physical_bindings_before,physical_bindings_after,released_physical_resources,residual_physical_resources,total_rules_before,total_rules_after,added_rules,updated_rules,deleted_rules,changed_rules_ratio,residual_rules,control_messages,control_bytes,unaffected_edges_total,unaffected_edges_interrupted,unaffected_interrupted_rate,unaffected_interruption_ms,unaffected_latency_change_ms,unaffected_packet_loss_change,rollback_triggered,rollback_success,controller_cpu_percent,controller_memory_mb,event_occurred_at,event_received_at,scope_finished_at,plan_finished_at,stage_finished_at,verification_finished_at,activation_finished_at,stable_verification_finished_at,rollback_finished_at
gateway_count:8:seed=2:method=proposed,2,proposed,gateway_count:8,d4dd80c35237077dd5c17c44ddc07503f0c1bde977abfecb1b2d44db022c7095,in_memory_transactional_simulation,20,18,30,27,8,0.6666666666666666,0.1,leaf,agent-007;agent-008,1,2,True,,44.134002178907394,0.0,0.12247264385223389,12.112926691770554,11.98330894112587,22.505994886159897,4.922151565551758,1.9265823066234589,0.0,10,3,3,3,8,5,50,45,5,0,100,89,0,0,11,0.11,0,64,114220,27,0,0.0,0.0,0.0,0.0,False,False,99.97206230618231,164.70703125,21177888.960947476,21177888.960953213,21177888.96109182,21177888.97307513,21177888.996749707,21177889.000705272,21177889.003133435,21177889.00508148,0.0
gateway_count:8:seed=2:method=full_rebuild,2,full_rebuild,gateway_count:8,d4dd80c35237077dd5c17c44ddc07503f0c1bde977abfecb1b2d44db022c7095,in_memory_transactional_simulation,20,18,30,27,8,0.6666666666666666,0.1,leaf,agent-007;agent-008,1,2,True,,50.12509226799011,0.0,0.12151151895523071,4.787929356098175,4.659183323383331,35.860881209373474,4.88927960395813,1.928728073835373,0.0,42,30,30,30,8,50,50,45,5,0,100,89,20,69,31,1.2,0,64,225780,27,0,0.0,0.0,0.0,0.0,False,False,99.97809772343128,164.96484375,21177889.050950315,21177889.050956074,21177889.051094137,21177889.05575332,21177889.092777688,21177889.096706748,21177889.099143095,21177889.101075407,0.0
gateway_count:8:seed=2:method=local_only,2,local_only,gateway_count:8,d4dd80c35237077dd5c17c44ddc07503f0c1bde977abfecb1b2d44db022c7095,in_memory_transactional_simulation,20,20,30,30,8,0.6666666666666666,0.1,leaf,agent-007;agent-008,1,2,False,staged verification failed: residual_rules:gw-02:exp3-seed-0002:exp3-seed-0002-sess-18:gw-02:5 | session_set_mismatch:gw-02 | version_mismatch:gw-02:1!=2 | residual_rules:gw-03:exp3-seed-0002:exp3-seed-0002-sess-18:gw-03:4 | session_set_mismatch:gw-03 | version_mismatch:gw-03:1!=2 | residual_rules:gw-07:exp3-seed-0002:exp3-seed-0002-sess-18:gw-07:0 | session_set_mismatch:gw-07 | version_mismatch:gw-07:1!=2,0.0,32.19526633620262,0.12410059571266174,12.145716696977615,12.014411389827728,13.857342302799225,2.5747790932655334,0.0,0.9686388075351715,10,3,3,3,5,5,50,50,0,0,100,100,0,0,8,0.08,3,40,64824,27,0,0.0,0.0,0.0,0.0,True,True,99.97449960001568,165.22265625,21177889.147046812,21177889.147052377,21177889.147193257,21177889.15920767,21177889.17422839,21177889.177770942,0.0,0.0,21177889.17924208
gateway_count:8:seed=3:method=proposed,3,proposed,gateway_count:8,0dc8ecfb624a3cc5de53af311fb94efcdb3de7235f337062ac5db208779e1fa0,in_memory_transactional_simulation,20,18,30,26,8,0.6666666666666666,0.1,leaf,agent-007;agent-015,1,2,True,,41.647326201200485,0.0,0.1209452748298645,11.5571990609169,11.428847908973694,21.274808794260025,4.569843411445618,1.8164999783039093,0.0,12,4,4,4,5,8,50,42,8,0,93,83,0,0,10,0.10752688172043011,0,64,107434,26,0,0.0,0.0,0.0,0.0,False,False,99.97139823148343,165.22265625,21177889.22608533,21177889.226091065,21177889.22622847,21177889.23765732,21177889.259998832,21177889.26366612,21177889.265945423,21177889.267732657,0.0
gateway_count:8:seed=3:method=full_rebuild,3,full_rebuild,gateway_count:8,0dc8ecfb624a3cc5de53af311fb94efcdb3de7235f337062ac5db208779e1fa0,in_memory_transactional_simulation,20,18,30,26,8,0.6666666666666666,0.1,leaf,agent-007;agent-015,1,2,True,,46.57033085823059,0.0,0.12009590864181519,4.736620932817459,4.6092309057712555,33.02188962697983,4.54450398683548,1.8746443092823029,0.0,42,30,30,30,8,50,50,42,8,0,93,83,13,70,23,1.1397849462365592,0,64,205899,26,0,0.0,0.0,0.0,0.0,False,False,99.97245890691853,165.48046875,21177889.31139004,21177889.311395884,21177889.311532464,21177889.316141695,21177889.350216407,21177889.35385176,21177889.356180593,21177889.35796037,0.0
gateway_count:8:seed=3:method=local_only,3,local_only,gateway_count:8,0dc8ecfb624a3cc5de53af311fb94efcdb3de7235f337062ac5db208779e1fa0,in_memory_transactional_simulation,20,20,30,30,8,0.6666666666666666,0.1,leaf,agent-007;agent-015,1,2,False,staged verification failed: version_mismatch:gw-00:1!=2 | version_mismatch:gw-01:1!=2 | residual_rules:gw-05:exp3-seed-0003:exp3-seed-0003-sess-29:gw-05:1 | session_set_mismatch:gw-05 | version_mismatch:gw-05:1!=2 | residual_rules:gw-06:exp3-seed-0003:exp3-seed-0003-sess-29:gw-06:0 | session_set_mismatch:gw-06 | version_mismatch:gw-06:1!=2 | version_mismatch:gw-07:1!=2,0.0,28.14658358693123,0.11770427227020264,11.613022536039352,11.488039046525955,11.036287993192673,2.339642494916916,0.0,0.7611662149429321,12,4,4,4,3,8,50,50,0,0,93,93,0,0,8,0.08602150537634409,2,24,52910,26,0,0.0,0.0,0.0,0.0,True,True,99.98533272109543,165.48046875,21177889.40157228,21177889.401577897,21177889.401711937,21177889.413199976,21177889.42530335,21177889.428502504,0.0,0.0,21177889.429718863
gateway_count:8:seed=4:method=proposed,4,proposed,gateway_count:8,b66ad60cd1008f62f23874e5f3f87b3df6f70eb16301786c08af927b0912d6a1,in_memory_transactional_simulation,20,18,30,27,8,0.6666666666666666,0.1,leaf,agent-016;agent-001,1,2,True,,40.54708033800125,0.0,0.1196451485157013,11.414062231779099,11.286959052085876,20.357273519039154,4.575178027153015,1.8514618277549744,0.0,9,3,3,3,6,5,50,45,5,0,90,80,0,0,10,0.1111111111111111,0,64,103025,27,0,0.0,0.0,0.0,0.0,False,False,99.97061050300215,165.73828125,21177889.47541261,21177889.47541848,21177889.475554734,21177889.486841694,21177889.508240025,21177889.511847094,21177889.51413951,21177889.51595969,0.0
gateway_count:8:seed=4:method=full_rebuild,4,full_rebuild,gateway_count:8,b66ad60cd1008f62f23874e5f3f87b3df6f70eb16301786c08af927b0912d6a1,in_memory_transactional_simulation,20,18,30,27,8,0.6666666666666666,0.1,leaf,agent-016;agent-001,1,2,True,,51.327504217624664,0.0,0.11613219976425171,4.6873390674591064,4.563760012388229,37.589702755212784,4.570979624986649,2.116553485393524,0.0,42,30,30,30,8,50,50,45,5,0,90,80,60,20,70,1.6666666666666667,0,64,246469,27,0,0.0,0.0,0.0,0.0,False,False,99.97529951396221,165.73828125,21177889.558500756,21177889.55850649,21177889.558639333,21177889.563203093,21177889.601839986,21177889.60544363,21177889.607999936,21177889.60982826,0.0
gateway_count:8:seed=4:method=local_only,4,local_only,gateway_count:8,b66ad60cd1008f62f23874e5f3f87b3df6f70eb16301786c08af927b0912d6a1,in_memory_transactional_simulation,20,20,30,30,8,0.6666666666666666,0.1,leaf,agent-016;agent-001,1,2,False,"staged verification failed: version_mismatch:gw-00:1!=2 | residual_rules:gw-03:exp3-seed-0004:exp3-seed-0004-sess-1:gw-03:2 | session_set_mismatch:gw-03 | version_mismatch:gw-03:1!=2 | residual_rules:gw-04:exp3-seed-0004:exp3-seed-0004-sess-1:gw-04:3,exp3-seed-0004:exp3-seed-0004-sess-3:gw-04:2 | session_set_mismatch:gw-04 | version_mismatch:gw-04:1!=2 | version_mismatch:gw-07:1!=2",0.0,28.33203598856926,0.11571869254112244,11.434152722358704,11.311095207929611,11.28435879945755,2.442754805088043,0.0,0.8340328931808472,9,3,3,3,4,5,50,50,0,0,90,90,0,0,7,0.07777777777777778,3,32,53637,27,0,0.0,0.0,0.0,0.0,True,True,99.98190142414923,165.99609375,21177889.652471952,21177889.652477976,21177889.65261025,21177889.663921345,21177889.676256526,21177889.67953482,0.0,0.0,21177889.680803988
gateway_count:8:seed=5:method=proposed,5,proposed,gateway_count:8,00d9b74649e77b091578a1d67784e82b6f42d7803535e516e88c2c93c0b80010,in_memory_transactional_simulation,20,18,30,26,8,0.6666666666666666,0.1,leaf,agent-007;agent-018,1,2,True,,42.81234368681908,0.0,0.11963024735450745,12.188434600830078,12.061551213264465,21.494250744581223,4.752669483423233,1.8909350037574768,0.0,12,4,4,4,5,6,50,44,6,0,95,88,0,0,7,0.07368421052631578,0,64,109080,26,0,0.0,0.0,0.0,0.0,False,False,99.96331000625752,165.99609375,21177889.728083536,21177889.72808934,21177889.728224955,21177889.740286507,21177889.762883827,21177889.766683385,21177889.7690343,21177889.77089588,0.0
gateway_count:8:seed=5:method=full_rebuild,5,full_rebuild,gateway_count:8,00d9b74649e77b091578a1d67784e82b6f42d7803535e516e88c2c93c0b80010,in_memory_transactional_simulation,20,18,30,26,8,0.6666666666666666,0.1,leaf,agent-007;agent-018,1,2,True,,52.181269973516464,0.0,0.1179911196231842,4.701454192399979,4.576224833726883,38.31743448972702,4.762567579746246,1.899905502796173,0.0,44,30,30,30,8,50,50,44,6,0,95,88,49,39,56,1.5157894736842106,0,64,249983,26,0,0.0,0.0,0.0,0.0,False,False,99.96503924671629,166.25390625,21177889.814925846,21177889.81493161,21177889.8150664,21177889.819642626,21177889.859064914,21177889.86287127,21177889.86524488,21177889.867107116,0.0
