run_id,seed,method,time_step,logical_time,pressure,application_demand_mbps,network_available_bandwidth_mbps,physical_available_capacity_mbps,actual_send_rate_mbps,latency_ms,packet_loss_rate,reliability,qos_satisfied,conflict_detected,conflict_detected_at,action_executed_at,transaction_success,rollback_triggered,selected_proposals
compound:seed=2:method=independent,2,independent,0,0.0,0.0,14.17501366603193,20.0,22.0,14.883764349333527,16.832225599647302,0.003995002000000025,0.995006997,True,False,21192852.691547543,21192852.70802288,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=independent,2,independent,1,1.0,0.25,17.427120136971045,20.0,22.0,18.2984761438196,18.241430143549152,0.003995002000000025,0.995006997,True,False,21192852.775322363,21192852.792034935,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=independent,2,independent,2,2.0,0.5,20.986116518411723,22.03542234433231,21.5,22.03542234433231,19.695652173913043,0.003995002000000025,0.995006997,False,False,21192852.859155808,21192852.875894576,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=independent,2,independent,3,3.0,0.75,24.527600800394875,25.75398084041462,19.75,25.75398084041462,21.0,0.003995002000000025,0.995006997,False,False,21192852.946718976,21192852.96335397,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=independent,2,independent,4,4.0,1.0,28.198682959031277,29.60861710698284,18.0,29.60861710698284,22.304347826086957,0.003995002000000025,0.995006997,False,False,21192853.034238048,21192853.05134099,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=adjacent,2,adjacent,0,0.0,0.0,14.17501366603193,20.0,22.0,14.883764349333527,16.832225599647302,0.003995002000000025,0.995006997,True,False,21192853.15841786,21192853.17481997,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=adjacent,2,adjacent,1,1.0,0.25,17.427120136971045,20.0,22.0,18.2984761438196,18.241430143549152,0.003995002000000025,0.995006997,True,False,21192853.24250687,21192853.25924335,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:01:REALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=adjacent,2,adjacent,2,2.0,0.5,20.986116518411723,22.03542234433231,36.0,22.03542234433231,19.695652173913043,0.0059890060000000744,0.993014991,True,True,21192853.327296656,21192853.344064884,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=adjacent,2,adjacent,3,3.0,0.75,24.527600800394875,25.75398084041462,36.0,25.75398084041462,21.0,0.0059890060000000744,0.993014991,True,True,21192853.412109703,21192853.428758256,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=adjacent,2,adjacent,4,4.0,1.0,28.198682959031277,29.60861710698284,36.0,29.60861710698284,22.304347826086957,0.0059890060000000744,0.993014991,False,True,21192853.496543568,21192853.513298213,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:02:ALLOCATE_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=no_verification,2,no_verification,0,0.0,0.0,14.17501366603193,20.0,22.0,14.883764349333527,16.832225599647302,0.0059890060000000744,0.993014991,True,False,21192853.621028926,21192853.637665905,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=no_verification,2,no_verification,1,1.0,0.25,17.427120136971045,20.0,22.0,18.2984761438196,18.241430143549152,0.0059890060000000744,0.993014991,True,False,21192853.70563414,21192853.722403657,True,False,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=no_verification,2,no_verification,2,2.0,0.5,20.986116518411723,22.03542234433231,22.0,22.03542234433231,19.695652173913043,0.0059890060000000744,0.993014991,False,False,21192853.79023619,21192853.80702214,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
compound:seed=2:method=no_verification,2,no_verification,3,3.0,0.75,24.527600800394875,25.75398084041462,22.0,25.75398084041462,21.0,0.0059890060000000744,0.993014991,False,False,21192853.878525395,21192853.895146243,False,True,exp3-seed-0002:edge-0000:application:01:INCREASE_APPLICATION_RATE;exp3-seed-0002:edge-0000:network:01:RESERVE_BANDWIDTH;exp3-seed-0002:edge-0000:physical:00:KEEP_RESOURCE;exp3-seed-0002:edge-0000:transport:01:INCREASE_SEND_RATE
