run_id,seed,task_id,result_mode,verification_backend,real_ping_verification,real_iperf3_verification,num_agents,num_edges,num_gateways,cross_gateway_edge_ratio,version,success,failure_reason,control_plane_latency_ms,legacy_controller_compute_ms,formation_latency_ms,formation_latency_s,mapping_latency_ms,binding_latency_ms,feasibility_latency_ms,cross_layer_coordination_latency_ms,compile_latency_ms,transaction_planning_latency_ms,compilation_and_planning_latency_ms,installation_latency_ms,activation_latency_ms,verification_latency_ms,verifier_runtime_ms,session_count,rule_count,control_messages,control_bytes,rollback_triggered,rollback_success,t_task_received,t_mapping_finished,t_layer_binding_finished,t_feasibility_finished,t_compile_finished,t_stage_started,t_stage_finished,t_staged_verify_finished,t_activate_finished,t_stable_verify_finished
agents=10:seed=10,10,exp3-seed-0010,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.404138445854187,2.2235289216041565,15.036795288324356,0.015036795288324356,0.22330880165100098,1.3494566082954407,0.13514608144760132,1.484602689743042,0.5156174302101135,0.18060952425003052,0.696226954460144,9.690791368484497,0.7238313555717468,2.218034118413925,2.1989569067955017,15,37,32,78341,False,False,21364344.800687414,21364344.800910722,21364344.80226018,21364344.802395325,21364344.802910943,21364344.803091552,21364344.812782343,21364344.81416312,21364344.814894132,21364344.81572421
agents=10:seed=11,11,exp3-seed-0011,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.3726671934127808,2.1918900310993195,15.03315195441246,0.01503315195441246,0.1905784010887146,1.356668770313263,0.13383477926254272,1.4905035495758057,0.5108080804347992,0.1807771623134613,0.6915852427482605,9.727586060762405,0.7214359939098358,2.2114627063274384,2.192322164773941,15,37,32,78414,False,False,21364344.81656866,21364344.81675924,21364344.81811591,21364344.818249743,21364344.81876055,21364344.81894133,21364344.828668915,21364344.83003779,21364344.83076639,21364344.831601813
agents=10:seed=12,12,exp3-seed-0012,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.3190677165985107,2.143479883670807,13.576451689004898,0.013576451689004898,0.20454078912734985,1.351427286863327,0.13570114970207214,1.4871284365653992,0.45181065797805786,0.17558783292770386,0.6273984909057617,8.482452481985092,0.687185674905777,2.087745815515518,2.06863135099411,15,32,32,67723,False,False,21364344.83244077,21364344.832645312,21364344.83399674,21364344.83413244,21364344.83458425,21364344.83475984,21364344.84324229,21364344.844525702,21364344.84521997,21364344.846017223
agents=10:seed=13,13,exp3-seed-0013,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.383090555667877,2.2017136216163635,15.064172446727753,0.015064172446727753,0.20119547843933105,1.3545192778110504,0.13395026326179504,1.4884695410728455,0.512048602104187,0.18137693405151367,0.6934255361557007,9.726516902446747,0.724349170923233,2.2302158176898956,2.211105078458786,15,37,32,78443,False,False,21364344.846844647,21364344.847045843,21364344.84840036,21364344.848534312,21364344.84904636,21364344.849227738,21364344.858954255,21364344.860295977,21364344.861027684,21364344.86190882
agents=10:seed=14,14,exp3-seed-0014,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.4057962000370026,2.223830670118332,15.051282942295074,0.015051282942295074,0.20835548639297485,1.36474147439003,0.13443827629089355,1.4991797506809235,0.5162954330444336,0.18196552991867065,0.6982609629631042,9.694509208202362,0.7172562181949615,2.2337213158607483,2.21460685133934,15,37,32,78424,False,False,21364344.86274223,21364344.862950586,21364344.864315327,21364344.864449766,21364344.86496606,21364344.865148026,21364344.874842536,21364344.876186807,21364344.876911364,21364344.877793513
agents=10:seed=15,15,exp3-seed-0015,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.4052001535892487,2.224821597337723,15.072539448738098,0.015072539448738098,0.21426379680633545,1.3575702905654907,0.13414770364761353,1.4917179942131042,0.5188398063182831,0.18037855625152588,0.699218362569809,9.72532108426094,0.7135272026062012,2.2284910082817078,2.209477126598358,15,37,32,78531,False,False,21364344.87862595,21364344.878840216,21364344.880197786,21364344.880331933,21364344.880850773,21364344.88103115,21364344.890756473,21364344.892090235,21364344.892810788,21364344.89369849
agents=10:seed=16,16,exp3-seed-0016,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.356797456741333,2.1754764020442963,14.445096254348755,0.014445096254348755,0.20125135779380798,1.3493485748767853,0.1335442066192627,1.482892781496048,0.4913322627544403,0.18132105469703674,0.672653317451477,9.249545633792877,0.7036477327346802,2.1351054310798645,2.115987241268158,15,35,32,74316,False,False,21364344.89452977,21364344.894731022,21364344.89608037,21364344.896213915,21364344.896705247,21364344.89688657,21364344.906136114,21364344.90744879,21364344.908159543,21364344.908974867
agents=10:seed=17,17,exp3-seed-0017,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.35908105969429,2.169772982597351,14.091350138187408,0.014091350138187408,0.19614025950431824,1.3573206961154938,0.13542920351028442,1.4927498996257782,0.48088282346725464,0.1893080770969391,0.6701909005641937,8.919734507799149,0.6968304514884949,2.115704119205475,2.0972788333892822,15,34,32,72034,False,False,21364344.909811195,21364344.910007335,21364344.911364656,21364344.911500085,21364344.911980968,21364344.912170276,21364344.92109001,21364344.922387928,21364344.9230915,21364344.923902545
agents=10:seed=18,18,exp3-seed-0018,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.338182181119919,2.1596401929855347,14.081377536058426,0.014081377536058426,0.21284818649291992,1.3341903686523438,0.13250857591629028,1.466698944568634,0.4800930619239807,0.17854198813438416,0.6586350500583649,8.939545601606369,0.6985440850257874,2.1051056683063507,2.0864196121692657,15,34,32,71953,False,False,21364344.924742937,21364344.924955785,21364344.926289976,21364344.926422484,21364344.926902577,21364344.92708112,21364344.936020665,21364344.937314577,21364344.938020032,21364344.938824315
agents=10:seed=19,19,exp3-seed-0019,in_memory_transactionally_verified_control_plane_simulation,in_memory_synthetic_business_edge_verifier,False,False,10,15,4,0.8666666666666667,1,True,,2.4004653096199036,2.2184550762176514,15.630166977643967,0.015630166977643967,0.20735710859298706,1.3416409492492676,0.13203918933868408,1.4736801385879517,0.5374178290367126,0.1820102334022522,0.7194280624389648,10.257154703140259,0.723082572221756,2.2494643926620483,2.2300630807876587,15,39,32,82710,False,False,21364344.939655665,21364344.939863022,21364344.941204663,21364344.941336703,21364344.94187412,21364344.94205613,21364344.952313285,21364344.953664906,21364344.954395223,21364344.955285832
