x,method,mean,ci95,sample_count
Agent,full_rebuild,1.0,0.0,150
Agent,network_only,0.9133333333333333,0.04150121081570555,150
Agent,proposed,0.9233333333333333,0.04046990361179025,150
Link,full_rebuild,1.0,0.0,150
Link,network_only,0.9716666666666667,0.009017828233762265,150
Link,proposed,0.9716666666666667,0.009017828233762265,150
Physical,full_rebuild,1.0,0.0,150
Physical,network_only,0.9666666666666667,0.03093089566296795,150
Physical,proposed,0.9666666666666667,0.03093089566296795,150
