x,method,mean,ci95,sample_count
Agent,full_rebuild,1.0,0.0,150
Agent,network_only,0.2,0.0,150
Agent,proposed,1.0,0.0,150
Link,full_rebuild,1.0,0.0,150
Link,network_only,1.0,0.0,150
Link,proposed,1.0,0.0,150
Physical,full_rebuild,1.0,0.0,150
Physical,network_only,0.4,0.0,150
Physical,proposed,1.0,0.0,150
