scenario,scenario_family,conflict_pressure,method,runs,successful_runs,failed_runs,success_rate,rollback_rate,rollback_success_rate,qos_satisfaction_rate,infeasible_configuration_rate,post_execution_verification_success_rate,conflict_detection_rate,false_alarm_rate,conflict_resolution_rate,ground_truth_conflict_rate,success_rate_ci95,rollback_rate_ci95,qos_satisfaction_rate_ci95,infeasible_configuration_rate_ci95,conflict_detection_rate_ci95,false_alarm_rate_ci95,conflict_resolution_rate_ci95,coordination_latency_ms_count,coordination_latency_ms_mean,coordination_latency_ms_median,coordination_latency_ms_std,coordination_latency_ms_ci95,coordination_latency_ms_p95,feasibility_latency_ms_count,feasibility_latency_ms_mean,feasibility_latency_ms_median,feasibility_latency_ms_std,feasibility_latency_ms_ci95,feasibility_latency_ms_p95,transaction_latency_ms_count,transaction_latency_ms_mean,transaction_latency_ms_median,transaction_latency_ms_std,transaction_latency_ms_ci95,transaction_latency_ms_p95,total_decision_latency_ms_count,total_decision_latency_ms_mean,total_decision_latency_ms_median,total_decision_latency_ms_std,total_decision_latency_ms_ci95,total_decision_latency_ms_p95,qos_satisfaction_rate_count,qos_satisfaction_rate_mean,qos_satisfaction_rate_median,qos_satisfaction_rate_std,qos_satisfaction_rate_p95,candidate_combinations_count,candidate_combinations_mean,candidate_combinations_median,candidate_combinations_std,candidate_combinations_ci95,candidate_combinations_p95,rejected_combinations_count,rejected_combinations_mean,rejected_combinations_median,rejected_combinations_std,rejected_combinations_ci95,rejected_combinations_p95,rejected_proposals_count,rejected_proposals_mean,rejected_proposals_median,rejected_proposals_std,rejected_proposals_ci95,rejected_proposals_p95,changed_actions_count,changed_actions_mean,changed_actions_median,changed_actions_std,changed_actions_ci95,changed_actions_p95,changed_rules_count,changed_rules_mean,changed_rules_median,changed_rules_std,changed_rules_ci95,changed_rules_p95,affected_gateways_count,affected_gateways_mean,affected_gateways_median,affected_gateways_std,affected_gateways_ci95,affected_gateways_p95,control_messages_count,control_messages_mean,control_messages_median,control_messages_std,control_messages_ci95,control_messages_p95,control_bytes_count,control_bytes_mean,control_bytes_median,control_bytes_std,control_bytes_ci95,control_bytes_p95,application_rate_mbps_count,application_rate_mbps_mean,application_rate_mbps_median,application_rate_mbps_std,application_rate_mbps_ci95,application_rate_mbps_p95,transport_rate_mbps_count,transport_rate_mbps_mean,transport_rate_mbps_median,transport_rate_mbps_std,transport_rate_mbps_ci95,transport_rate_mbps_p95,network_available_bandwidth_mbps_count,network_available_bandwidth_mbps_mean,network_available_bandwidth_mbps_median,network_available_bandwidth_mbps_std,network_available_bandwidth_mbps_ci95,network_available_bandwidth_mbps_p95,physical_available_capacity_mbps_count,physical_available_capacity_mbps_mean,physical_available_capacity_mbps_median,physical_available_capacity_mbps_std,physical_available_capacity_mbps_ci95,physical_available_capacity_mbps_p95,latency_ms_count,latency_ms_mean,latency_ms_median,latency_ms_std,latency_ms_ci95,latency_ms_p95,packet_loss_rate_count,packet_loss_rate_mean,packet_loss_rate_median,packet_loss_rate_std,packet_loss_rate_ci95,packet_loss_rate_p95,reliability_count,reliability_mean,reliability_median,reliability_std,reliability_ci95,reliability_p95
application_capacity:pressure=0.8,application_capacity,0.8,independent,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.03553169469038645,0.03530457615852356,0.0010079972172790945,0.0003607071716867149,0.03682021051645279,30,0.0,0.0,0.0,0.0,0.0,30,12.580556670824686,11.901305988430977,3.8659525387059843,1.3834133489731726,12.558931857347488,30,17.85309116045634,17.167966812849045,3.9378794081459816,1.4091520486434093,17.998119071125984,30,1.0,1.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44077.73333333333,43690.0,2071.2373602025555,741.1827704318565,46886.55,30,15.973034886105332,15.980725345022767,0.12747867648809363,0.04561765851944246,16.180535886254646,30,16.7716866304106,16.77976161227391,0.13385261031249837,0.0478985414454146,16.98956268056738,30,20.0,20.0,0.0,0.0,20.0,30,22.0,22.0,0.0,0.0,22.0,30,16.91866266652308,16.919029048702644,0.006418312483134342,0.002296763625044721,16.92914267989656,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=0.8,application_capacity,0.8,no_verification,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.5560319870710373,0.5553532391786575,0.0057357652175924565,0.002052517222896225,0.5633534863591194,30,0.0,0.0,0.0,0.0,0.0,30,11.946002518137297,11.960135772824287,0.45226839670333535,0.16184216724179307,12.512737140059471,30,17.72631344695886,17.78651587665081,0.5779509048988499,0.20681707519250045,18.552480079233646,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,3.0,3.0,0.0,0.0,3.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44077.73333333333,43690.0,2071.2373602025555,741.1827704318565,46886.55,30,15.973034886105332,15.980725345022767,0.12747867648809363,0.04561765851944246,16.180535886254646,30,16.7716866304106,16.77976161227391,0.13385261031249837,0.0478985414454146,16.98956268056738,30,20.0,20.0,0.0,0.0,20.0,30,22.0,22.0,0.0,0.0,22.0,30,16.91866266652308,16.919029048702644,0.006418312483134342,0.002296763625044721,16.92914267989656,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=0.8,application_capacity,0.8,proposed,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4.8391807824373245,4.837671294808388,0.04940787305988947,0.017680380307592128,4.885408282279968,30,4.765740782022476,4.764413461089134,0.049073023047495036,0.017560555769548177,4.8103488981723785,30,11.858338614304861,11.886555701494217,0.4387283076369354,0.15699690859642615,12.426856718957424,30,21.918337047100067,21.951910108327866,0.5716496513634337,0.20456220057392144,22.768226638436317,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,67.0,67.0,0.0,0.0,67.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44077.73333333333,43690.0,2071.2373602025555,741.1827704318565,46886.55,30,15.973034886105332,15.980725345022767,0.12747867648809363,0.04561765851944246,16.180535886254646,30,16.7716866304106,16.77976161227391,0.13385261031249837,0.0478985414454146,16.98956268056738,30,20.0,20.0,0.0,0.0,20.0,30,22.0,22.0,0.0,0.0,22.0,30,16.91866266652308,16.919029048702644,0.006418312483134342,0.002296763625044721,16.92914267989656,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1,application_capacity,1,adjacent,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.22126647333304086,0.22125430405139923,0.002376853937406832,0.00085054625804296,0.22546574473381042,30,0.18323858578999838,0.18307380378246307,0.0021317039939356334,0.0007628204774229027,0.18680933862924576,30,12.986117973923683,11.944467201828957,5.977455694742874,2.139005049392279,12.603566609323025,30,18.441143507758778,17.440617084503174,6.0140809209958865,2.1521112182860493,18.29993613064289,30,1.0,1.0,0.0,1.0,30,3.0,3.0,0.0,0.0,3.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44076.03333333333,43693.0,2071.603301848567,741.3137209681005,46887.45,30,19.997921689905215,20.039905941857384,0.1931181725724419,0.06910645052963992,20.276424711437414,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1,application_capacity,1,independent,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.03590484460194906,0.03540888428688049,0.0029645866576642316,0.0010608637109066096,0.036052241921424866,30,0.0,0.0,0.0,0.0,0.0,30,12.80799979964892,11.900411918759346,5.164461678059773,1.8480788768502896,12.63662539422512,30,18.077509974439938,17.148224636912346,5.208222185338642,1.8637383732671,18.180854059755802,30,1.0,1.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44076.03333333333,43693.0,2071.603301848567,741.3137209681005,46887.45,30,19.997921689905215,20.039905941857384,0.1931181725724419,0.06910645052963992,20.276424711437414,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1,application_capacity,1,no_verification,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.5540745953718821,0.5530118942260742,0.0035963669268469136,0.001286943376721063,0.5600240081548691,30,0.0,0.0,0.0,0.0,0.0,30,11.915789917111397,11.917391791939735,0.4376622662365438,0.15661543058056998,12.518482841551304,30,17.693359032273293,17.737768590450287,0.5493556997490887,0.19658441244645253,18.479708023369312,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,3.0,3.0,0.0,0.0,3.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44076.03333333333,43693.0,2071.603301848567,741.3137209681005,46887.45,30,19.997921689905215,20.039905941857384,0.1931181725724419,0.06910645052963992,20.276424711437414,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1,application_capacity,1,proposed,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4.839997366070747,4.832077771425247,0.04629505659752762,0.01656647324230357,4.882759600877762,30,4.770798857013385,4.762895405292511,0.04592860629094981,0.01643534068421357,4.815505817532539,30,11.848574504256248,11.876687407493591,0.44339001020046553,0.1586650774347039,12.42543701082468,30,21.916312351822853,21.914470940828323,0.5707717046377081,0.20424803137295586,22.635577991604805,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,71.7,73.0,1.5120207989811925,0.5410696940257358,73.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44076.03333333333,43693.0,2071.603301848567,741.3137209681005,46887.45,30,19.997921689905215,20.039905941857384,0.1931181725724419,0.06910645052963992,20.276424711437414,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,20.997817774400474,21.041901238950253,0.2027740812010638,0.07256177305612184,21.290245947009282,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1.1,application_capacity,1.1,adjacent,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.7089188943306605,0.7087737321853638,0.00890426743918896,0.003186351181208335,0.727393664419651,30,0.6692220767339071,0.6689820438623428,0.008844209543440402,0.0031648597392265857,0.687764585018158,30,11.929921805858612,11.984111741185188,0.46537810506737765,0.16653341613074915,12.614020146429539,30,17.853907495737076,17.91951432824135,0.5904390286787299,0.21128589289466962,18.725411966443062,30,1.0,1.0,0.0,1.0,30,3.0,3.0,0.0,0.0,3.0,30,4.0,4.0,0.0,0.0,4.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44078.333333333336,43693.0,2072.3088961155236,741.5662146337868,46891.5,30,21.965054907844316,22.04952065105712,0.1745888108559366,0.06247580359594888,22.17482764997338,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,36.0,36.0,0.0,0.0,36.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.1,application_capacity,1.1,independent,30,0,30,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.03525763750076294,0.0351443886756897,0.0005006244183647944,0.00017914614736051692,0.03621149808168411,30,0.0,0.0,0.0,0.0,0.0,30,15.37514515221119,15.380939468741417,0.5889609837431018,0.21075698130719978,16.14944040775299,30,20.63450614611308,20.677724853157997,0.7129300730862039,0.2551187501960388,21.549147553741932,30,0.0,0.0,0.0,0.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,40.0,40.0,0.0,0.0,40.0,30,45134.066666666666,44749.0,2072.5512502848924,741.652939959493,47947.5,30,21.965054907844316,22.04952065105712,0.1745888108559366,0.06247580359594888,22.17482764997338,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,21.0,21.0,0.0,0.0,21.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1.1,application_capacity,1.1,no_verification,30,0,30,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.5544515947500864,0.5534496158361435,0.004249673957422723,0.0015207262951681473,0.5625342950224876,30,0.0,0.0,0.0,0.0,0.0,30,15.398617461323738,15.413865447044373,0.5930716422859308,0.2122279615751375,16.215779073536396,30,21.16991753379504,21.232029423117638,0.6954775051575677,0.24887342897064735,22.13726881891489,30,0.0,0.0,0.0,0.0,30,81.0,81.0,0.0,0.0,81.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,3.0,3.0,0.0,0.0,3.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,40.0,40.0,0.0,0.0,40.0,30,45134.066666666666,44749.0,2072.5512502848924,741.652939959493,47947.5,30,21.965054907844316,22.04952065105712,0.1745888108559366,0.06247580359594888,22.17482764997338,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.1,application_capacity,1.1,proposed,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4.879789551099141,4.873627796769142,0.036881533029083355,0.01319788709566185,4.943991266191006,30,4.802216465274493,4.797846078872681,0.03587807731067682,0.012838805078475025,4.859625734388828,30,11.840237801273664,11.85980811715126,0.4357567073406187,0.1559335350871608,12.423284351825714,30,21.951815237601597,21.982213482260704,0.5563395198956342,0.19908354038990958,22.681590542197227,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,77.0,77.0,0.0,0.0,77.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44078.333333333336,43693.0,2072.3088961155236,741.5662146337868,46891.5,30,21.965054907844316,22.04952065105712,0.1745888108559366,0.06247580359594888,22.17482764997338,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,23.06330765323653,23.151996683609973,0.18331825139873328,0.06559959377574627,23.28356903247205,30,36.0,36.0,0.0,0.0,36.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.2,application_capacity,1.2,adjacent,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.707350547115008,0.7050056010484695,0.010453583431155282,0.00374076678864392,0.7236754521727562,30,0.6674333165089289,0.665200874209404,0.010129831649214929,0.0036249137013631204,0.683216005563736,30,13.227799783150354,11.972075328230858,7.185602252775324,2.571334742828589,12.644819915294647,30,19.162279243270557,17.911704257130623,7.233971069104539,2.5886433014603685,18.75890288501978,30,1.0,1.0,0.0,1.0,30,3.0,3.0,0.0,0.0,3.0,30,4.0,4.0,0.0,0.0,4.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44077.433333333334,43687.0,2071.8031241065046,741.3852264447677,46891.5,30,23.992112449863843,24.002725972864553,0.22506492278524046,0.08053844827358796,24.295745071615208,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,36.0,36.0,0.0,0.0,36.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.2,application_capacity,1.2,independent,30,0,30,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.035344560941060386,0.035114586353302,0.0009174823729812555,0.00032831685063953195,0.03649760037660599,30,0.0,0.0,0.0,0.0,0.0,30,15.381587048371633,15.442298725247383,0.5900156477854918,0.21113438798778275,16.198569536209106,30,20.6320537875096,20.6796582788229,0.7021133689520206,0.2512480423326331,21.56939934939146,30,0.0,0.0,0.0,0.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,40.0,40.0,0.0,0.0,40.0,30,45133.166666666664,44743.0,2072.045817016625,741.4720729872951,47947.5,30,23.992112449863843,24.002725972864553,0.22506492278524046,0.08053844827358796,24.295745071615208,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,20.0,20.0,0.0,0.0,20.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.003995002000000025,0.003995002000000025,0.0,0.0,0.003995002000000025,30,0.9950069969999998,0.995006997,0.0,0.0,0.995006997
application_capacity:pressure=1.2,application_capacity,1.2,no_verification,30,0,30,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.5569928636153539,0.5549490451812744,0.00817699692959544,0.002926100771713404,0.5644410848617554,30,0.0,0.0,0.0,0.0,0.0,30,15.428251648942629,15.453638508915901,0.5896591711756651,0.2110068244712384,16.279946267604828,30,21.192121381560963,21.256569772958755,0.7118467354683676,0.25473108280825935,22.18355592340231,30,0.0,0.0,0.0,0.0,30,81.0,81.0,0.0,0.0,81.0,30,0.0,0.0,0.0,0.0,0.0,30,8.0,8.0,0.0,0.0,8.0,30,3.0,3.0,0.0,0.0,3.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,40.0,40.0,0.0,0.0,40.0,30,45133.166666666664,44743.0,2072.045817016625,741.4720729872951,47947.5,30,23.992112449863843,24.002725972864553,0.22506492278524046,0.08053844827358796,24.295745071615208,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,22.0,22.0,0.0,0.0,22.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.2,application_capacity,1.2,proposed,30,30,0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,4.896339774131775,4.8946235328912735,0.031563138871480434,0.011294724188444284,4.94968369603157,30,4.819633315006892,4.818957298994064,0.0311189665874363,0.011135779177909769,4.873439855873585,30,11.85218965013822,11.833583936095238,0.4503212510778123,0.16114539012832005,12.441835179924965,30,21.984167272845905,22.008979693055153,0.5596266285458981,0.2002598171136332,22.724933736026287,30,1.0,1.0,0.0,1.0,30,81.0,81.0,0.0,0.0,81.0,30,77.0,77.0,0.0,0.0,77.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,32.0,32.0,0.0,0.0,32.0,30,44077.433333333334,43687.0,2071.8031241065046,741.3852264447677,46891.5,30,23.992112449863843,24.002725972864553,0.22506492278524046,0.08053844827358796,24.295745071615208,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,25.191718072357038,25.202862271507783,0.23631816892450272,0.08456537068726745,25.51053232519597,30,36.0,36.0,0.0,0.0,36.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
application_capacity:pressure=1.4,application_capacity,1.4,adjacent,30,0,30,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,0.7234486440817515,0.7241927087306976,0.00757898019715419,0.0027121032323526497,0.7350439205765724,30,0.6834400196870168,0.6842967122793198,0.007085409196035794,0.0025354811179379207,0.6935989484190941,30,15.40233368674914,15.4254250228405,0.5795312095199617,0.20738257993845932,16.1693274974823,30,23.24230745434761,21.372925490140915,10.404956659770402,3.7233659219809723,22.541040927171707,30,0.0,0.0,0.0,0.0,30,3.0,3.0,0.0,0.0,3.0,30,5.0,5.0,0.0,0.0,5.0,30,8.0,8.0,0.0,0.0,8.0,30,4.0,4.0,0.0,0.0,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,2.7333333333333334,3.0,0.7396799556440672,0.26469107273324183,4.0,30,40.0,40.0,0.0,0.0,40.0,30,45132.86666666667,44746.0,2071.9137868719067,741.4248266067871,47942.55,30,27.987084915089312,27.923686618546647,0.22564077209342473,0.0807445133020546,28.371034721899278,30,29.38643916084378,29.31987094947398,0.23692281069809598,0.08478173896715732,29.78958645799424,30,29.38643916084378,29.31987094947398,0.23692281069809598,0.08478173896715732,29.78958645799424,30,36.0,36.0,0.0,0.0,36.0,30,17.08695652173913,17.08695652173913,0.0,0.0,17.08695652173913,30,0.0059890060000000744,0.0059890060000000744,0.0,0.0,0.0059890060000000744,30,0.993014991,0.993014991,0.0,0.0,0.9930149910000001
