scenario,scenario_family,scenario_value,method,runs,successful_runs,failed_runs,success_rate,rollback_rate,rollback_success_rate,residual_rule_rate,elastic_latency_ms_count,elastic_latency_ms_mean,elastic_latency_ms_median,elastic_latency_ms_std,elastic_latency_ms_ci95,elastic_latency_ms_p95,failure_handling_ms_count,failure_handling_ms_mean,failure_handling_ms_median,failure_handling_ms_std,failure_handling_ms_ci95,failure_handling_ms_p95,scope_latency_ms_count,scope_latency_ms_mean,scope_latency_ms_median,scope_latency_ms_std,scope_latency_ms_ci95,scope_latency_ms_p95,plan_latency_ms_count,plan_latency_ms_mean,plan_latency_ms_median,plan_latency_ms_std,plan_latency_ms_ci95,plan_latency_ms_p95,compile_delta_latency_ms_count,compile_delta_latency_ms_mean,compile_delta_latency_ms_median,compile_delta_latency_ms_std,compile_delta_latency_ms_ci95,compile_delta_latency_ms_p95,stage_latency_ms_count,stage_latency_ms_mean,stage_latency_ms_median,stage_latency_ms_std,stage_latency_ms_ci95,stage_latency_ms_p95,verification_latency_ms_count,verification_latency_ms_mean,verification_latency_ms_median,verification_latency_ms_std,verification_latency_ms_ci95,verification_latency_ms_p95,activation_latency_ms_count,activation_latency_ms_mean,activation_latency_ms_median,activation_latency_ms_std,activation_latency_ms_ci95,activation_latency_ms_p95,rollback_latency_ms_count,rollback_latency_ms_mean,rollback_latency_ms_median,rollback_latency_ms_std,rollback_latency_ms_ci95,rollback_latency_ms_p95,affected_agents_count,affected_agents_mean,affected_agents_median,affected_agents_std,affected_agents_ci95,affected_agents_p95,affected_edges_count,affected_edges_mean,affected_edges_median,affected_edges_std,affected_edges_ci95,affected_edges_p95,affected_sessions_count,affected_sessions_mean,affected_sessions_median,affected_sessions_std,affected_sessions_ci95,affected_sessions_p95,affected_routes_count,affected_routes_mean,affected_routes_median,affected_routes_std,affected_routes_ci95,affected_routes_p95,affected_gateways_count,affected_gateways_mean,affected_gateways_median,affected_gateways_std,affected_gateways_ci95,affected_gateways_p95,affected_physical_resources_count,affected_physical_resources_mean,affected_physical_resources_median,affected_physical_resources_std,affected_physical_resources_ci95,affected_physical_resources_p95,changed_rules_ratio_count,changed_rules_ratio_mean,changed_rules_ratio_median,changed_rules_ratio_std,changed_rules_ratio_ci95,changed_rules_ratio_p95,added_rules_count,added_rules_mean,added_rules_median,added_rules_std,added_rules_ci95,added_rules_p95,updated_rules_count,updated_rules_mean,updated_rules_median,updated_rules_std,updated_rules_ci95,updated_rules_p95,deleted_rules_count,deleted_rules_mean,deleted_rules_median,deleted_rules_std,deleted_rules_ci95,deleted_rules_p95,residual_rules_count,residual_rules_mean,residual_rules_median,residual_rules_std,residual_rules_ci95,residual_rules_p95,control_messages_count,control_messages_mean,control_messages_median,control_messages_std,control_messages_ci95,control_messages_p95,control_bytes_count,control_bytes_mean,control_bytes_median,control_bytes_std,control_bytes_ci95,control_bytes_p95,unaffected_edges_interrupted_count,unaffected_edges_interrupted_mean,unaffected_edges_interrupted_median,unaffected_edges_interrupted_std,unaffected_edges_interrupted_ci95,unaffected_edges_interrupted_p95,unaffected_interrupted_rate_count,unaffected_interrupted_rate_mean,unaffected_interrupted_rate_median,unaffected_interrupted_rate_std,unaffected_interrupted_rate_ci95,unaffected_interrupted_rate_p95,unaffected_interruption_ms_count,unaffected_interruption_ms_mean,unaffected_interruption_ms_median,unaffected_interruption_ms_std,unaffected_interruption_ms_ci95,unaffected_interruption_ms_p95,unaffected_latency_change_ms_count,unaffected_latency_change_ms_mean,unaffected_latency_change_ms_median,unaffected_latency_change_ms_std,unaffected_latency_change_ms_ci95,unaffected_latency_change_ms_p95,unaffected_packet_loss_change_count,unaffected_packet_loss_change_mean,unaffected_packet_loss_change_median,unaffected_packet_loss_change_std,unaffected_packet_loss_change_ci95,unaffected_packet_loss_change_p95,controller_cpu_percent_count,controller_cpu_percent_mean,controller_cpu_percent_median,controller_cpu_percent_std,controller_cpu_percent_ci95,controller_cpu_percent_p95,controller_memory_mb_count,controller_memory_mb_mean,controller_memory_mb_median,controller_memory_mb_std,controller_memory_mb_ci95,controller_memory_mb_p95
agent_count:60,agent_count,60,local_only,30,28,2,0.9333333333333333,0.06666666666666667,1.0,0.03333333333333333,28,83.01867664392505,81.51894249022007,10.072507142010757,3.7309088567355375,85.8114181086421,2,66.52095727622509,66.52095727622509,0.2955468726485486,0.4096070677042007,66.70904215425253,28,0.24026060210806982,0.23863278329372406,0.005468578077083137,0.00202558966639425,0.2492642030119896,28,25.64879520131009,23.660412058234215,10.264232612912894,3.80192496497607,24.570562690496445,28,25.398245746535913,23.409679532051086,10.26510179699783,3.8022469152665894,24.31350853294134,28,32.873475391949924,32.77968801558018,0.9553252361635188,0.35385741945018073,34.4667037948966,28,13.24137646172728,13.345753774046898,0.8108612124969888,0.3003471962477464,14.34741374105215,28,3.2961714480604445,3.2300613820552826,0.4309621868537957,0.15963062792427704,3.490353189408779,2,1.9405372440814972,1.9405372440814972,0.04481263667920808,0.06210714578628539,1.9690558314323425,30,17.466666666666665,18.0,1.1957780134587124,0.4279036666035012,18.0,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,3.933333333333333,4.0,0.2537081317024624,0.09078828894720775,4.0,30,22.3,22.0,5.106790611022503,1.827441550553575,31.55,30,0.16403591662821965,0.1574271770626811,0.039886911147007584,0.014273347843154604,0.23668491238382133,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,26.866666666666667,26.0,6.569172169193448,2.3507480703855648,39.0,30,0.1,0.0,0.5477225575051661,0.196,0.0,30,31.466666666666665,32.0,2.0296650536196994,0.726306311577662,32.0,30,163573.6,165211.0,10873.246774569667,3890.9413874113698,173970.65000000002,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.96974142122804,99.9703836912274,0.003498466707235293,0.00125191023305928,99.97549403404032,30,100.50572916666667,100.5234375,7.168870711695327,2.5653474377473144,111.2123046875
agent_count:60,agent_count,60,proposed,30,30,0,1.0,0.0,0.0,0.0,30,84.21484654148419,81.06030523777008,13.022948072002956,4.660202117179561,101.87664665281774,0,,,,,,30,0.23889082173506418,0.23891031742095947,0.006102627984836706,0.002183797378140141,0.24943333119153976,30,24.892953410744667,23.777440190315247,6.291137089345868,2.2512544948455218,24.287488870322704,30,24.64394010603428,23.529095575213432,6.291263547323176,2.251299747251531,24.034741893410683,30,34.90606049696604,32.87028893828392,11.002324635331416,3.937131306673667,35.103847086429596,30,13.139293591181437,13.136684894561768,0.7656586780202919,0.2739874391435152,14.23860415816307,30,3.3354603995879493,3.225410357117653,0.5301038659842283,0.18969523221056817,4.3378334492445,0,,,,,,30,17.466666666666665,18.0,1.1957780134587124,0.4279036666035012,18.0,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,14.866666666666667,15.0,3.329422993742965,1.1914187170709436,20.55,30,3.966666666666667,4.0,0.18257418583505536,0.06533333333333333,4.0,30,22.3,22.0,5.106790611022503,1.827441550553575,31.55,30,0.16463832626677385,0.1574271770626811,0.04046809981583118,0.01448132353728758,0.23668491238382133,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,26.966666666666665,26.0,6.672038065990256,2.3875581588069896,39.0,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,166239.96666666667,166053.0,4831.48454720545,1728.924540858145,173970.65000000002,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.9694634502498,99.96973707049577,0.0022917182640827824,0.0008200808486073511,99.97268944701145,30,99.97018229166666,99.7578125,7.171951774916251,2.566449982061085,110.698828125
agent_count:80,agent_count,80,full_rebuild,30,30,0,1.0,0.0,0.0,0.0,30,135.05523999532065,132.1589183062315,14.964314552088128,5.354911190017235,144.16762460023165,0,,,,,,30,0.31734084089597064,0.3157127648591995,0.006822988703838044,0.0024415751508274205,0.32746419310569763,30,16.432248180111248,16.381628811359406,0.6901748970137774,0.24697591501592384,17.717577703297138,30,16.102731600403786,16.053151339292526,0.6912469658123668,0.2473595499085246,17.38254278898239,30,81.50624297559261,79.09535616636276,14.17707859541659,5.073202420872438,83.57726708054543,30,18.025476361314457,17.111169174313545,2.1094777156822957,0.7548669058966595,21.241127885878086,30,6.457415968179703,6.49164617061615,0.46270272122219674,0.16557604231718204,7.166311331093311,0,,,,,,30,92.0,92.0,0.0,0.0,92.0,30,120.0,120.0,0.0,0.0,120.0,30,120.0,120.0,0.0,0.0,120.0,30,120.0,120.0,0.0,0.0,120.0,30,4.0,4.0,0.0,0.0,4.0,30,180.0,180.0,0.0,0.0,180.0,30,1.5618165573568605,1.552762285594023,0.05899683244824093,0.021111745356126137,1.6482079646017698,30,123.43333333333334,120.5,12.389326143856676,4.433463422168813,144.64999999999998,30,54.4,54.5,14.106980419342905,5.048118110719094,75.65,30,165.46666666666667,166.5,14.104861801406692,5.0473599730272865,186.55,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,520919.1,521574.0,19204.33304437596,6872.182321361094,549334.4,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.96794554930393,99.968321695431,0.0018992364973091994,0.0006796330521207208,99.97027526743014,30,130.65065104166666,130.806640625,10.138005292964856,3.627838602214899,145.6765625
agent_count:80,agent_count,80,local_only,30,28,2,0.9333333333333333,0.06666666666666667,1.0,0.03333333333333333,28,115.2366886713675,112.12038062512875,13.909464827057784,5.152137872335292,120.8169212564826,2,137.7584096044302,137.7584096044302,66.69693205569028,92.43723176419735,180.2040772512555,28,0.31968485563993454,0.3168415278196335,0.00999573026417155,0.0037024703032071836,0.34036077558994293,28,34.05876670564924,31.700413674116135,12.52866433549434,4.640682212813126,32.59892053902149,28,33.72730234903948,31.376853585243225,12.530207342904278,4.641253750756022,32.26334638893604,28,43.97901067776339,43.89413073658943,1.137014325930489,0.4211560000941738,45.587943494319916,28,18.09913438877889,17.29484461247921,2.108675409431513,0.7810643020758322,21.736919693648815,28,6.417145021259785,6.481455639004707,0.5674674031443182,0.2101928676197698,7.262922078371048,2,5.257055163383484,5.257055163383484,0.10004608165273471,0.13865679502487183,5.3207240998744965,30,19.4,20.0,1.0372377109252813,0.37117074795561544,20.0,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,3.933333333333333,4.0,0.2537081317024624,0.09078828894720775,4.0,30,33.7,35.0,6.125976347236133,2.192152482321229,41.0,30,0.1906249847244332,0.1934866733336232,0.040481683605071,0.014486184433839167,0.25575581395348834,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,41.96666666666667,42.5,9.193263400665892,3.289767057865824,56.55,30,0.06666666666666667,0.0,0.3651483716701107,0.13066666666666665,0.0,30,31.466666666666665,32.0,2.0296650536196994,0.726306311577662,32.0,30,218549.13333333333,222236.0,17295.02877096496,6188.946561831461,230839.9,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.96884269119634,99.9692149720799,0.0028341547846651703,0.0010141892645879093,99.97226895045102,30,130.84322916666667,130.935546875,10.141878702631661,3.629224684062892,145.981640625
agent_count:80,agent_count,80,proposed,30,30,0,1.0,0.0,0.0,0.0,30,112.57708420356114,112.11821809411049,3.805129086686055,1.3616479561980288,119.73428186029196,0,,,,,,30,0.3180459141731262,0.3178846091032028,0.010784646099596932,0.0038592360430601057,0.33133141696453094,30,31.647340953350067,31.586021184921265,0.43986451726971504,0.15740349599176584,32.31003936380148,30,31.317541375756264,31.260402873158455,0.4383732747785286,0.15686986171969228,31.978447549045086,30,43.783135463794075,43.67539659142494,1.2588736953206745,0.45048216638498584,45.38513720035553,30,18.09803545475006,17.157668247818947,2.14572108123197,0.7678364276926817,21.429924108088017,30,6.427278866370519,6.5021812915802,0.5182519345780167,0.18545407302552658,7.156679593026638,0,,,,,,30,19.4,20.0,1.0372377109252813,0.37117074795561544,20.0,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,21.566666666666666,22.0,4.141325236279285,1.4819542032520432,28.1,30,3.966666666666667,4.0,0.18257418583505536,0.06533333333333333,4.0,30,33.7,35.0,6.125976347236133,2.192152482321229,41.0,30,0.19093945013323824,0.1934866733336232,0.04042684160981087,0.014466559477876157,0.25575581395348834,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,42.03333333333333,42.5,9.170730551628628,3.281703781393479,56.55,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,222013.66666666666,222236.0,6622.941868120673,2369.9893100338636,230839.9,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.9692238151644,99.96909524700692,0.0031450188565771272,0.001125430544063913,99.9743783514576,30,130.08932291666667,130.04296875,10.144729443497782,3.630244808580503,145.1609375
cross_gateway_ratio:0.2,cross_gateway_ratio,0.2,full_rebuild,30,30,0,1.0,0.0,0.0,0.0,30,23.17538745701313,22.90833555161953,0.978438794590203,0.350129825971009,24.705064296722412,0,,,,,,30,0.08076479037602742,0.0800546258687973,0.0036591813472866956,0.0013094212283952312,0.08536074310541153,30,3.3232143769661584,3.3651944249868393,0.15375004900692765,0.05501874843829777,3.4976905211806297,30,3.2350141555070877,3.275841474533081,0.15436764400821593,0.05523975197118834,3.411078453063965,30,14.712736383080482,14.773156493902206,0.8517706703174891,0.30480221983673406,16.05092454701662,30,2.8652449448903403,2.8795208781957626,0.14666455739623255,0.05248323782865277,3.069097548723221,30,0.9633906185626984,0.9661298245191574,0.044763033740557734,0.016018245903751307,1.0294318199157715,0,,,,,,30,32.0,32.0,0.0,0.0,32.0,30,30.0,30.0,0.0,0.0,30.0,30,30.0,30.0,0.0,0.0,30.0,30,30.0,30.0,0.0,0.0,30.0,30,4.0,4.0,0.0,0.0,4.0,30,37.0,37.0,0.0,0.0,37.0,30,1.3624543807697522,1.3411862527716187,0.17499127103748438,0.06261982212230402,1.623170731707317,30,15.066666666666666,14.0,7.258447318212371,2.597402014716559,25.55,30,20.0,21.0,9.446765547548262,3.380481636091819,32.1,30,21.666666666666668,21.0,9.233870684392972,3.3042981877260953,34.55,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,93249.23333333334,92443.5,6275.454816232423,2245.6426654838906,102075.45000000001,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.97952018845832,99.98178830705098,0.007419351138153912,0.00265498070720677,99.98575951075381,30,190.93515625,190.982421875,2.330019632696835,0.833786817341866,194.3916015625
cross_gateway_ratio:0.2,cross_gateway_ratio,0.2,local_only,30,10,20,0.3333333333333333,0.6666666666666666,1.0,0.06666666666666667,10,21.39359898865223,21.265491843223572,0.6681458244842021,0.41412107244223034,22.308955527842045,20,17.109763622283936,17.326146364212036,1.5394866852364735,0.6747097882143369,18.80449168384075,10,0.08039064705371857,0.07959455251693726,0.0024217392776148816,0.0015010095552053543,0.08456073701381683,10,7.359150797128677,7.32942670583725,0.14061915510322778,0.08715665530383915,7.543797977268696,10,7.271486520767212,7.243512198328972,0.1391972802302544,0.08627536812715289,7.454427145421505,10,8.923027664422989,8.76874104142189,0.394723174392248,0.24465195816094523,9.428372047841549,10,3.0481327325105667,3.1597744673490524,0.21553097395961754,0.1335874816692589,3.2527659088373184,10,0.9589459747076035,0.96147321164608,0.036489383616821414,0.022616354278378527,1.001954823732376,20,0.5665672942996025,0.5292370915412903,0.12451497197441162,0.05457109254404805,0.8007241412997246,30,9.066666666666666,9.0,1.874204812223285,0.6706755786524258,12.0,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.2,3.0,0.7143842296595068,0.2556391134428358,4.0,30,5.533333333333333,6.0,1.7952683659406263,0.6424285341233986,9.100000000000001,30,0.15698550766474761,0.16491130820399114,0.05867512975607891,0.020996625526205383,0.23641906873614194,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,6.533333333333333,7.0,2.4737704480984197,0.8852273859886026,10.0,30,0.06666666666666667,0.0,0.2537081317024624,0.09078828894720775,0.5500000000000007,30,25.6,24.0,5.715073837276054,2.0451129075426864,32.0,30,35350.46666666667,33614.0,8571.402225980311,3067.2368944313475,46838.75,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.98645237756209,99.98206794771333,0.014133080320406945,0.005057457840365894,100.00258078758296,30,191.0046875,190.982421875,2.345768572195958,0.8394225029632292,194.5076171875
cross_gateway_ratio:0.2,cross_gateway_ratio,0.2,proposed,30,30,0,1.0,0.0,0.0,0.0,30,21.6173039128383,21.374493837356567,0.6603799410385378,0.23631392695074932,22.721942514181137,0,,,,,,30,0.0802401453256607,0.07965601980686188,0.003141167776310718,0.0011240524526892315,0.08659046143293381,30,7.4402230481306715,7.455350831151009,0.17344089784270356,0.06206502819969992,7.725759595632553,30,7.352747147281964,7.3698218911886215,0.17163751874451685,0.06141969727731726,7.637209817767143,30,8.87340878446897,8.726658299565315,0.3603955778711266,0.12896590124841545,9.445514343678951,30,3.1812402109305062,3.205403685569763,0.25764291166744596,0.09219633187435979,3.5282470285892487,30,0.9982552379369736,0.9870603680610657,0.07391475840214261,0.02645005659947337,1.1594511568546295,0,,,,,,30,9.066666666666666,9.0,1.874204812223285,0.6706755786524258,12.0,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.8,3.0,1.3995073024658258,0.5008072563831089,6.550000000000001,30,3.2666666666666666,3.0,0.7396799556440672,0.26469107273324183,4.0,30,5.533333333333333,6.0,1.7952683659406263,0.6424285341233986,9.100000000000001,30,0.1586115239249102,0.16491130820399114,0.059391134100564874,0.0212528443902932,0.23641906873614194,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,6.6,7.0,2.4996551486292993,0.8944901071136212,10.0,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,44445.2,43753.5,1785.3035750741144,638.8626795076374,47053.95,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.98486917036192,99.98225832946474,0.00907087081657975,0.0032459694341379426,100.00100026155599,30,190.85234375,190.765625,2.3313391320814407,0.8342589941325405,194.3916015625
cross_gateway_ratio:0.4,cross_gateway_ratio,0.4,full_rebuild,30,30,0,1.0,0.0,0.0,0.0,30,27.288453032573063,27.22158655524254,1.6163380620873518,0.5783991472108264,30.008814111351967,0,,,,,,30,0.08616385360558827,0.08649192750453949,0.0020281350983286646,0.0007257588241080775,0.08898470550775528,30,3.5636757810910544,3.593454137444496,0.12450872970127067,0.04455487671095028,3.728192485868931,30,3.4702450037002563,3.501635044813156,0.12468166288524454,0.04461676005607535,3.635764680802822,30,18.02431009709835,17.991887405514717,1.3628029015748886,0.4876727552090253,20.514555647969246,30,3.118615970015526,3.0878614634275436,0.20426940895162682,0.07309686921948842,3.4130334854125977,30,1.0717471440633137,1.0664500296115875,0.050330792437508404,0.018010642765354065,1.1474410071969032,0,,,,,,30,32.0,32.0,0.0,0.0,32.0,30,30.0,30.0,0.0,0.0,30.0,30,30.0,30.0,0.0,0.0,30.0,30,30.0,30.0,0.0,0.0,30.0,30,4.0,4.0,0.0,0.0,4.0,30,42.0,42.0,0.0,0.0,42.0,30,1.4277997949046466,1.4109042553191489,0.17687296949675646,0.06329317926811383,1.7228316326530613,30,21.233333333333334,19.5,8.7913881581424,3.1459578492522793,35.1,30,21.2,22.0,9.686108075753255,3.4661292598483704,35.2,30,28.466666666666665,26.0,9.576311770532367,3.426839156622905,42.650000000000006,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,115605.7,113712.5,10453.95595852396,3740.9000958507545,133979.25,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.97953914083106,99.98457008656274,0.009024056506471149,0.0032292171484130682,99.98879275463904,30,199.43984375,199.369140625,2.6143745337243107,0.9355419118467324,203.32890625
cross_gateway_ratio:0.4,cross_gateway_ratio,0.4,local_only,30,11,19,0.36666666666666664,0.6333333333333333,1.0,0.23333333333333334,11,24.35256777839227,24.26702529191971,1.0613215982230857,0.6272009841349406,26.08887292444706,19,19.374815649107884,19.859399646520615,1.4144841160343253,0.6360296265954044,20.919784158468246,11,0.08824061263691295,0.08658692240715027,0.0038143536265123935,0.002254138945624648,0.09503588080406189,11,8.04754753004421,8.079513907432556,0.21037577096892682,0.12432413587999257,8.34852084517479,11,7.952073080973192,7.976319640874863,0.20860453688263875,0.12327740342499194,8.25001485645771,11,10.596451095559381,10.544147342443466,0.6215151511540603,0.36729198304382893,11.648586019873619,11,3.227235580032522,3.1929686665534973,0.17896813169632567,0.10576340716768567,3.503425046801567,11,1.0566196658394553,1.0490566492080688,0.05432653363866757,0.03210492975914178,1.126851886510849,19,0.6258983753229442,0.5949102342128754,0.120475257878737,0.054172282611011424,0.8490938693284988,30,9.7,9.0,1.4656997857914034,0.5244939323361818,12.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.2333333333333334,3.0,0.6789105539243627,0.2429450216096313,4.0,30,5.8,6.0,1.6060231457944765,0.5747080018203347,8.55,30,0.14117259534978693,0.14285714285714285,0.05214217220470178,0.018658836690371574,0.2286608260325407,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,7.0,7.0,2.5730700836107077,0.920761304199055,11.100000000000001,30,0.23333333333333334,0.0,0.4301830671520763,0.1539390335608219,1.0,30,25.866666666666667,24.0,5.431284431394902,1.9435601728770504,32.0,30,42330.8,39876.0,9778.993285750768,3499.367805367542,57171.15,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.98097266842062,99.9803859636369,0.009986135887968149,0.0035734928335926642,100.00098568488721,30,199.54140625,199.59375,2.620937788444128,0.9378905423850538,203.434375
cross_gateway_ratio:0.4,cross_gateway_ratio,0.4,proposed,30,30,0,1.0,0.0,0.0,0.0,30,24.285555630922318,24.167152121663094,0.8815366237125317,0.3154538294618741,26.04620959609747,0,,,,,,30,0.08636638522148132,0.08666887879371643,0.002502003138621387,0.0008953303245414837,0.09032245725393295,30,7.996941606203715,8.000412955880165,0.16273868377053385,0.05823529007881656,8.30988809466362,30,7.9034889737765,7.907945662736893,0.16123467927221627,0.05769708898114228,8.211098983883858,30,10.51589660346508,10.397959500551224,0.5359132323075546,0.19177408725089795,11.65244895964861,30,3.258307402332624,3.2758768647909164,0.18191338934083168,0.06509687034473965,3.5047009587287903,30,1.070939376950264,1.068953424692154,0.044795163044100764,0.016029743227365504,1.1369911953806877,0,,,,,,30,9.7,9.0,1.4656997857914034,0.5244939323361818,12.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.7333333333333334,3.0,1.1724814044061258,0.4195670821197338,6.0,30,3.466666666666667,3.5,0.5713464637233658,0.20445370627030177,4.0,30,5.8,6.0,1.6060231457944765,0.5747080018203347,8.55,30,0.1458949223561433,0.14415584415584415,0.05091640885313915,0.018220202908333104,0.2286608260325407,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,7.233333333333333,7.0,2.5008044682673107,0.8949013858640827,11.100000000000001,30,0.0,0.0,0.0,0.0,0.0,30,32.0,32.0,0.0,0.0,32.0,30,52926.433333333334,52259.0,2696.679921468355,964.994516594859,58691.55,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,99.9769564749748,99.9822717265275,0.010521474766077753,0.0037650613908334217,99.98516853770252,30,199.32421875,199.369140625,2.633470720569936,0.9423753945478849,203.19140625
