scenario,seed,scenario_fingerprint,proposed_success,full_rebuild_success,proposed_minus_full_rebuild_latency,proposed_rule_reduction,proposed_gateway_reduction,proposed_unaffected_interruption_reduction
removal_ratio:0.2,25,54586734da6551bdb9a8cfd439a6c5a126ddcf221a61b9c81120b7ea8cb3e9f0,True,True,-0.5254112184047699,48.0,0.0,0.0
removal_ratio:0.2,26,a153ebeadabc15549ec84c518a3eea30e0e0c525e73a65a6cf32085d7e6d635b,True,True,-1.0534487664699554,51.0,0.0,0.0
removal_ratio:0.2,27,3f7ad510d5de836f56c9aa722259bc94b3957820bef638876138a289976d9d83,True,True,-3.3637061715126038,71.0,0.0,0.0
removal_ratio:0.2,28,2e2db46c08c55e70be3e50a9c1e66d04698046ea787d0dc743b5c1f05cd69c8f,True,True,-3.0060037970542908,69.0,0.0,0.0
removal_ratio:0.2,29,ef93ad9f47513d1bc436a4918038fc15394fbfe0e339aca9c2c3bc6dab010736,True,True,-1.1667124927043915,56.0,0.0,0.0
removal_ratio:0.4,0,720333b20cf352db3c587f5cfe173662e712d47a343a2ca0cd28a85e45f9ef9e,True,True,3.2727643847465515,27.0,0.0,0.0
removal_ratio:0.4,1,f385098f619b94cb354e56ec0f605f89322f0fc93101edb25cf6da7aa9199bf6,True,True,2.2217631340026855,34.0,0.0,0.0
removal_ratio:0.4,2,cb8bce3b7696d3ef94aab62ab03f573a82162e4f92ada35ead89371fc99305cd,True,True,4.591342061758041,18.0,0.0,0.0
removal_ratio:0.4,3,5765ccfd72d4febc0b6c2c701cb97f5817987a79e66cc707a6eb2a295bf95c01,True,True,0.9476952254772186,40.0,0.0,0.0
removal_ratio:0.4,4,882e44c28466d88ccbe8e03cba495cbebb22dc1fad155123e790c99a5a3f0782,True,True,1.5497095882892609,35.0,0.0,0.0
removal_ratio:0.4,5,f5125b5583e30c8a81cf28579d76d0a68f77ac40273e14d18ea4312180f64781,True,True,1.5194565057754517,38.0,0.0,0.0
removal_ratio:0.4,6,00324ff362886d0cf501def8d2b66e989c8d8a7a5d78e9cf116ac77a79797592,True,True,1.6345307230949402,38.0,0.0,0.0
removal_ratio:0.4,7,30395dba9f4f44da1c38f442dedcca977de83599d7c2913a8cb040ab202a57b7,True,True,1.336321234703064,42.0,0.0,0.0
removal_ratio:0.4,8,0bdf23cd9bd9e5a10620d269762a8360488ea9851b47d0ffb1a3e424ec02aded,True,True,0.16438588500022888,54.0,0.0,0.0
removal_ratio:0.4,9,78db962e20c169c52623fbac02dd2b4d750d7317124fec01227ce32bbc26e525,True,True,1.5222616493701935,40.0,0.0,0.0
removal_ratio:0.4,10,af4e61edcfceb40b5218d2f687f7776435518fbd2d838f4eba6880d660a479c1,True,True,0.6485320627689362,43.0,0.0,0.0
removal_ratio:0.4,11,60a6af88869aa9fb849d91d69301f7b2543b8bdbbb0dd4e8b9b972b3db0ea588,True,True,2.007320523262024,36.0,0.0,0.0
removal_ratio:0.4,12,70e09ec37fb7f1278672a79641e36dc1d53b861d05ac368f4d206f818a320700,True,True,2.4770647287368774,29.0,0.0,0.0
removal_ratio:0.4,13,52cf0f8082312f5c7553b62ca722b84f6c6b61cff91f471fb84b3caf0c3213c3,True,True,0.47265365719795227,46.0,0.0,0.0
removal_ratio:0.4,14,f61368a08b2b1ab7e7590e53013b95ec72b4b03469ad94b2721390d5b5843db7,True,True,1.1520124971866608,39.0,0.0,0.0
removal_ratio:0.4,15,d89daa1d211587f1458d14f714e086394fdd06b74d1991972d1321b285d110ef,True,True,1.145690679550171,43.0,0.0,0.0
removal_ratio:0.4,16,17d2eb0806fe26cc3100c93da8070743ae0985d137d0671b1e5f0a2669c59439,True,True,3.5386979579925537,25.0,0.0,0.0
removal_ratio:0.4,17,c47e72abe07387c498750108ea0a0825be204c8480b03917f416b6ed62957b8a,True,True,3.635276108980179,23.0,0.0,0.0
removal_ratio:0.4,18,b951a9fb6fc3ca23f36cc6594300b8be78f5e1005ee0d46f38b1018f505c0820,True,True,2.229113131761551,36.0,0.0,0.0
removal_ratio:0.4,19,7f6e404c29351d0f1ee8ad732a718a147c28152571ab825959c0972d6c23b4a1,True,True,0.6303414702415466,46.0,0.0,0.0
removal_ratio:0.4,20,214b444a036ef685782cc81272bafa84da3b22148d9c8cbb2488477b8d715fdb,True,True,2.1348372101783752,34.0,0.0,0.0
removal_ratio:0.4,21,74c6c061547e270546c919f4b98b57e24ab2cd513e037880a5ecc1053d870d74,True,True,2.920769155025482,32.0,0.0,0.0
removal_ratio:0.4,22,1ca1423f2f381ad0ebce0add392412a741a88ab9e783c30e9c9cdc602955e55d,True,True,3.1606778502464294,26.0,0.0,0.0
removal_ratio:0.4,23,6f74cc629aae9a192421c36defd54db606403505aefbd7d82ee617d6ecc244c3,True,True,1.186557114124298,42.0,0.0,0.0
removal_ratio:0.4,24,953676bcf46f760ec05630801315e6572ae7332befc3a3f4282fb802c65184fc,True,True,1.0858401656150818,41.0,0.0,0.0
removal_ratio:0.4,25,5f1ea3d0f5a8cc3a0d5a25530fa78308bf5481699a5373d7681654ece6a6c450,True,True,1.1450909078121185,40.0,0.0,0.0
removal_ratio:0.4,26,790a23df1bd3ff20b7a2ac4f034659fa5e501c965b82d0058f2f946285421b46,True,True,2.5616511702537537,30.0,0.0,0.0
removal_ratio:0.4,27,ce89f27e268e99fe243d731c7b7616f9a8b4d543be74dc92d0fe2d9f20a633c3,True,True,4.27401065826416,20.0,0.0,0.0
removal_ratio:0.4,28,a1caae1f3d29828521c4ca97e543ac48dbbec70501062a70783e4b8e4d696683,True,True,1.063283532857895,44.0,0.0,0.0
removal_ratio:0.4,29,9246e959045506256bea01011fb1bba441c35eb9de159aa5551358f7a30baa5d,True,True,2.110350877046585,37.0,0.0,0.0
