scenario,seed,scenario_fingerprint,proposed_success,full_rebuild_success,proposed_minus_full_rebuild_latency,proposed_rule_reduction,proposed_gateway_reduction,proposed_unaffected_interruption_reduction
removal_position:fan_out,2,c648206418b1165bf5a4a27edbeb8ee34bd81a72ef6a184a4b61735a0ec500e0,True,True,-0.7019415497779846,51.0,0.0,0.0
removal_position:fan_out,3,cf32b16cdaddc08ec8f813556ed573a608c3a287203c0354fdaa6b434bdf8330,True,True,-2.0466484129428864,61.0,0.0,0.0
removal_position:fan_out,4,4794223f0619b28d49c12f853631429a76a5cc52a13a371400b08e8962914c00,True,True,-1.9586943089962006,57.0,0.0,0.0
removal_position:fan_out,5,0c5013b4b0d9ed6449eb925965fce0059ef5f7a3306826fe6cb76670622faa01,True,True,-4.104055464267731,76.0,0.0,0.0
removal_position:fan_out,6,cedb054f5c71180f91b87973d79b031cac83b289b5f43d26f86aa19b3f8462d2,True,True,-4.174042493104935,76.0,2.0,0.0
removal_position:fan_out,7,743a2b3df14e2c079cffe8321c9b8a36dfb7b44d9d8496f5c76ab451bd469cd7,True,True,-1.6364268958568573,57.0,0.0,0.0
removal_position:fan_out,8,eaeefe4c16b696ebe08d5201527e8632b732be0fbe387766391e14ae64149811,True,True,-4.362989217042923,79.0,0.0,0.0
removal_position:fan_out,9,6563bd47ad13f3c7673f6918a314e2128b8bc5fae63c3feca6e9effe7bb6e233,True,True,-4.76938858628273,77.0,1.0,0.0
removal_position:fan_out,10,cd343594eef6fe2e0353b8f0ff011cd0c81d7a39d404659aa3d07867dac56ecb,True,True,-2.3595206439495087,63.0,0.0,0.0
removal_position:fan_out,11,f3bca2db0be09545d8ff1672bd695237675a57d0afe374bf57fb648f2348f68b,True,True,-2.187032252550125,61.0,0.0,0.0
removal_position:fan_out,12,dd68789a75bb8b3a733552c00f485e1769e4fc8f3c1dc24ca8fb8b36aa0c5c0a,True,True,-2.888493239879608,65.0,0.0,0.0
removal_position:fan_out,13,cfe9c3c3fd48d7cceff274fd5cd29b00d27af5f5891a910b4730945e7c54741c,True,True,-4.2883120477199554,78.0,0.0,0.0
removal_position:fan_out,14,5656b8d5cfcb28cb96828565aab8141e413c21311881340d02bda753db769700,True,True,-4.25034761428833,77.0,1.0,0.0
removal_position:fan_out,15,481dd2657fab070ea7d36039110566c68f21c3cb5b4d46843d4cbecafa95caaa,True,True,-4.496250301599503,79.0,0.0,0.0
removal_position:fan_out,16,489aec51a3e2010415d9a7f24d6d639f3e7b5a7b7f186206dfe1a67b6778db3e,True,True,-1.9279494881629944,58.0,0.0,0.0
removal_position:fan_out,17,ca16f24b40d8aa0da9f3d74d4670925273ffd1418fac59605fccc1857600b382,True,True,-0.4374384880065918,49.0,0.0,0.0
removal_position:fan_out,18,a13640dbecf607e4c5db4f4fb6c9d3beb9d0111554170328008f4223104c6b05,True,True,-3.5910457372665405,72.0,0.0,0.0
removal_position:fan_out,19,9f2f0bf6d06ebce9bc0bb8a1385468694167751e207483564cf5c99af2c8913e,True,True,-4.3235234916210175,78.0,0.0,0.0
removal_position:fan_out,20,e0ccc028e4f977412beaf7c9b91fd0cd2689e28d78d5fa40f774cfa1ab5d1acb,True,True,-1.6491934657096863,54.0,1.0,0.0
removal_position:fan_out,21,b5da21628c6091f7af01d8ed5adc33b3d49ae9dbbe19e985e683a9c867241667,True,True,-2.34873965382576,64.0,0.0,0.0
removal_position:fan_out,22,e88d71d8f6d2f0d4ae3da85b85ce133dcc450556796a1fabeeca947f1f8ffc3c,True,True,-4.240348935127258,75.0,2.0,0.0
removal_position:fan_out,23,292a9909b0a024d136cdd8078110cbcca150c0c9fde6ac526100ebc72e7a8641,True,True,-4.814162850379944,84.0,0.0,0.0
removal_position:fan_out,24,7300dcc3d09e4b6de04277dc1a9252e5f64d653d1659abe4e466575c3b933870,True,True,-5.69881871342659,89.0,1.0,0.0
removal_position:fan_out,25,1c387232c32b07bbb282cd4a10b56afabf0895e34f98cb3585b503ad3c0e9286,True,True,-4.023026674985886,74.0,1.0,0.0
removal_position:fan_out,26,35b1698233208335d0408c859bd804a4e9396f6dae64bbc1958059cbe43eac44,True,True,-1.9905492663383484,59.0,0.0,0.0
removal_position:fan_out,27,090f79a279c448a4141acabccb18123c2981c3a9966ac83dd39038ebc135212b,True,True,-0.9524151682853699,52.0,0.0,0.0
removal_position:fan_out,28,4e201f1501dbc396a91f2159d0e1a433337b4fb138f350f354d3031ada636f88,True,True,-0.47288835048675537,51.0,0.0,0.0
removal_position:fan_out,29,06aa808d0bd386e5a7ef4f4d00cedf0653bb610d99765b7482d5d13227cabaf2,True,True,-1.046888530254364,54.0,0.0,0.0
removal_position:intermediate,0,216b4c021965b567c599ca8ce88c4cf406a39469869da89ff5183075f42e1f30,True,True,-3.8833096623420715,76.0,0.0,0.0
removal_position:intermediate,1,f297c2451675d74f3086edc56d1e903b57cb0b65d86dede7d59b18e094b6805e,True,True,-4.0839724242687225,74.0,0.0,0.0
removal_position:intermediate,2,ade090bfbcefedcca209a33e4c1e2beec3b7194a34f0b65e5c71af21c0a5804d,True,True,-3.1017251312732697,68.0,0.0,0.0
removal_position:intermediate,3,a55101996d6e7d6716486b9f189bc4436da53ffea664c0d865b5236dc3a26a11,True,True,-3.7849918007850647,72.0,0.0,0.0
removal_position:intermediate,4,caf837aa2e3407171384695187792e9e6c4bd258963130d1a7d2de3e3dc44bdc,True,True,-1.7249584197998047,57.0,1.0,0.0
removal_position:intermediate,5,449664a9b0d33057dd60faf5472d3c39b117de3f9543630d9dbe8a8129cb9779,True,True,-4.857886582612991,83.0,0.0,0.0
removal_position:intermediate,6,3df9e432cc4112137bb312e14909fda88bf4a04affaad6f37665f59affe594ae,True,True,-4.722923040390015,79.0,0.0,0.0
removal_position:intermediate,7,8ee51ca2ec9c68da4a403148831bea46d2be9461f332123f9e3ad4309286d621,True,True,-4.525266587734222,75.0,1.0,0.0
removal_position:intermediate,8,818f934d83e55dc77a85f083e9b5db985fb1cb50fb5baf034a45e7ff485ad174,True,True,-5.821797996759415,90.0,0.0,0.0
removal_position:intermediate,9,37221edb8f847d5f7004b9e7c473daf150d782d5f22ff59cf4aa9e7c3c9bbc88,True,True,-3.9893314242362976,75.0,0.0,0.0
removal_position:intermediate,10,d070eba39b4771d763e0973422b325e6d8de66e54ffc400678402e17de6cba05,True,True,-4.536744207143784,78.0,1.0,0.0
removal_position:intermediate,11,a44b05a99b781d839300abbaaf3956c227a59e578906acbdb37c21d0e0791b24,True,True,-3.808729350566864,74.0,0.0,0.0
removal_position:intermediate,12,362d32669afd3f305c9d57278f13a47a7156f3b4ba906097fd9ca2d1ed3a1d4c,True,True,-3.542814403772354,68.0,0.0,0.0
removal_position:intermediate,13,e5ffe70d359f259d28512a18650fd53dadde3725b8242b55abe98f7b063f2f56,True,True,-3.7738345563411713,75.0,0.0,0.0
removal_position:intermediate,14,178e41096e8a9fc53599bab3ae402794a5ce1817bdbc4014da3c5e8debaf6855,True,True,-4.308056086301804,78.0,0.0,0.0
removal_position:intermediate,15,cfd15fa14ce80b947dabd0742f804953ffc8ac15174039647f3a2f51f1c3ddb8,True,True,-3.6119669675827026,74.0,0.0,0.0
removal_position:intermediate,16,717d389a84e2e7c42fa70b3f0133d744b97e365a2dae746a6e078a5f960b8c2a,True,True,-3.3684447407722473,69.0,0.0,0.0
removal_position:intermediate,17,ebf51936f261f14d9b5f7f1d32f65092adfb04e3e8dc88ddff6a29671ed0725b,True,True,-3.4401006996631622,68.0,0.0,0.0
removal_position:intermediate,18,0061930674f9ad846a8f2a7fbada7ef711c6a7020de5890ad0344a11ef7af1aa,True,True,-5.1554180681705475,81.0,0.0,0.0
removal_position:intermediate,19,154533d600007972d95e7ee2a3651a2d49ce938c1dcc72461517133ec3d563c5,True,True,-5.454797297716141,88.0,0.0,0.0
removal_position:intermediate,20,3bb3f762697ad99c41489c7e3224b2272b91fe662ed09cd8d4d5aedc9f19b90d,True,True,-3.9034411311149597,74.0,1.0,0.0
removal_position:intermediate,21,2f0b8786794998f9fcf75d553ef49742d022eeb04b41d4b535f11e18644e9944,True,True,-4.050407558679581,75.0,1.0,0.0
removal_position:intermediate,22,0b12d288ff248059b706fff93d82621c11b986617c4e2f95895c9b5f84436c23,True,True,-5.437973886728287,84.0,1.0,0.0
removal_position:intermediate,23,5dab80bec60146e680259053e02d0c2df1182ce012be70851bf0f8d888bf60f5,True,True,-4.956722259521484,83.0,0.0,0.0
removal_position:intermediate,24,ce4bda4406b637c63e35cebf56747199069047497dfe045f65ba7b9c2da03656,True,True,-3.8402751088142395,76.0,0.0,0.0
removal_position:intermediate,25,b4127143867482ce8a18f98da9b709f4fff3254d6720254120930dd1a82a73cf,True,True,-3.81261482834816,73.0,0.0,0.0
removal_position:intermediate,26,3b327a1eaea1e2b40280694a04adbeb1b2279d3c8bebbe0fa351d36254a4f167,True,True,-4.042733460664749,74.0,0.0,0.0
removal_position:intermediate,27,b914cb2716c9219cb1eb1991427cf57e62b85996fc6e1092b0704dcd21764ed3,True,True,-4.066310822963715,76.0,0.0,0.0
removal_position:intermediate,28,df593bfc33f9af5a32046a504a9112f77b98b73ff64f7872af5c8f571b19f82a,True,True,-2.589300274848938,67.0,0.0,0.0
removal_position:intermediate,29,9c4269cff1fb4b215ff3fc5107e1d56180426d585b7dd1e7298c8b32054ed933,True,True,-3.066275268793106,69.0,0.0,0.0
removal_position:leaf,0,fcc871a81b61d86897af24355f1adfdb2211aab924a5a8b437c205bcc8c66ae4,True,True,-4.838719964027405,82.0,0.0,0.0
removal_position:leaf,1,9f0ee594c0a16f0595ebc5f258a8fd5da25c4c38a2807f56c193d651963eae73,True,True,-2.518072724342346,59.0,2.0,0.0
removal_position:leaf,2,6c158f9c758724cf6add5073f5d8ad8e8f906d60a8fcf6b7bdd629fa6aa37416,True,True,-3.0589140951633453,67.0,0.0,0.0
removal_position:leaf,3,8132ee8ee81b3116f4d2355f3007b360997a948a81188514923abb4a9d469ea4,True,True,-4.509076476097107,77.0,0.0,0.0
removal_position:leaf,4,81497ec5ca10f49176d516cb6de1a3a75b5561463fc4c553148d16e7b76a9655,True,True,-3.427717834711075,69.0,1.0,0.0
removal_position:leaf,5,ccd2834fc6024a9bd72d99b302db13c5a746f12e4866c7bf9a614b15cab9de59,True,True,-4.746340215206146,80.0,0.0,0.0
removal_position:leaf,6,b05ebb02e114fda90092de9da2f25e1eccaecf7cade1ab288b58ba60c0f3cc85,True,True,-4.292741417884827,74.0,1.0,0.0
removal_position:leaf,7,85d2a46b7c11028b3eb8c8d960fafd6604e92c01f4de1a7b6f5084a451bf7cb4,True,True,-3.504149615764618,69.0,1.0,0.0
removal_position:leaf,8,820b59cae65660c7c2ae70926efab9d64a3b34a674d33609dfe985d664e9a7d7,True,True,-5.547218024730682,89.0,0.0,0.0
removal_position:leaf,9,98f1da54023fad453bb511ad1af50f641992267c505c07ad0c194792cf878c52,True,True,-2.55512073636055,60.0,1.0,0.0
removal_position:leaf,10,103028d140c2e90df3ca18dae522f781c2baf2802a5edb3a1bbcd180861cd571,True,True,-5.273215472698212,81.0,0.0,0.0
removal_position:leaf,11,bf6dd8195052024faea6cbd9d55adbe2c95eccb42424a8e0d76d8482990e4c39,True,True,-2.5392845273017883,63.0,0.0,0.0
removal_position:leaf,12,bae9fb99c3712c586bd33f68487dea3d80a3fc32ca710df1954587f23a515005,True,True,-2.389702945947647,59.0,1.0,0.0
removal_position:leaf,13,e70297d3a38dfe4fd0f0bf34b6ba4b97ab67693bf042239c7f76a8a61a614963,True,True,-3.015514463186264,67.0,0.0,0.0
removal_position:leaf,14,8877a1560bd059fd9a88cc126fe2a0ced823c13ca1ff846798e3d4274af76fca,True,True,-3.4995228052139282,66.0,1.0,0.0
removal_position:leaf,15,b2c7f749748732678a6963c6d9e198a4f51da354d3d1ac7c4b6681e7719ff8bc,True,True,-6.010148674249649,91.0,0.0,0.0
removal_position:leaf,16,d93f5d2ddfcaa4018e6ab1428156b6bf1cb89f0c97e858a5265590ce0de87a94,True,True,-3.2780133187770844,69.0,1.0,0.0
removal_position:leaf,17,b8819665de0bff3acd2aeabdb961e69769edd4285ced20a8a12e197cae9c0875,True,True,-1.8034093081951141,55.0,0.0,0.0
removal_position:leaf,18,3c681f0046a00814dc7d203d69b03f67755ff52857523748643137ece0b7e1d1,True,True,-4.919968545436859,82.0,0.0,0.0
removal_position:leaf,19,3e2026c8d9f13a5a980c944098016f6adfff9b25a50229aa1dade9b0d096fcb5,True,True,-5.308859050273895,81.0,1.0,0.0
removal_position:leaf,20,1e6b67b80f6622f887f569dd9f10c4e0b751763e33c702aff4da6de6f87dd00c,True,True,-3.487173467874527,71.0,0.0,0.0
removal_position:leaf,21,e9fecaab3fb68c2a3216864d5b760039ca24429ef1cdb541e2903ca5d941365f,True,True,-4.106428474187851,75.0,0.0,0.0
removal_position:leaf,22,485867a7ccd1110ed348d5448a3f13216593889b55775346e145b7d05d7595f0,True,True,-3.5373829305171967,68.0,0.0,0.0
removal_position:leaf,23,029ab81912a87449187549b5f018af81623ecb28b76ec95031b69aceb2e171ca,True,True,-5.89388981461525,88.0,0.0,0.0
removal_position:leaf,24,a3ec5ecc5c8d7f16c90f7ac06840a0bfcef2220c7134bd12cd6b6ca27e9bf925,True,True,-5.477845668792725,89.0,1.0,0.0
removal_position:leaf,25,72e7738d7616f18060c236a59a5b75a7b94b4b14e8210812e8c6583a21a4d2b6,True,True,-2.2971443831920624,59.0,0.0,0.0
removal_position:leaf,26,0027ff5675c11eabb6abd5761fb468c33b3f5468b24a1354cb8966b6ef45e34b,True,True,-3.6812759935855865,70.0,0.0,0.0
removal_position:leaf,27,0d339b28f3df66e319b547e11ba98c641363c081e24459d81ccc2296b380647a,True,True,-2.776406705379486,60.0,1.0,0.0
removal_position:leaf,28,47b2cae669c663a9acb7933c92ed7d06c8f4155d4cd32bc733a0d1d4ace882c8,True,True,-3.640543669462204,71.0,1.0,0.0
removal_position:leaf,29,45525b587f9a2237d28b274e01b5217a36e9eea23915f16b87608367807d5659,True,True,-3.466140478849411,72.0,0.0,0.0
removal_ratio:0.05,0,015b7e877a616299802926bb2a6696ed9da2d5c526d724ed0e27357bfac113b1,True,True,-3.540266305208206,67.0,1.0,0.0
removal_ratio:0.05,1,070c9a248ed4cfb7cd67290d0ce74bb1adfd7248cf5168ddfef3382b32d5e8a5,True,True,-2.241574227809906,54.0,3.0,0.0
removal_ratio:0.05,2,404f12ef9ed33f8ca26c8b6d2e792c915730cd866fdaf4891771a79ede7bbe7a,True,True,-3.289356827735901,65.0,0.0,0.0
removal_ratio:0.05,3,72135d3e05b911a541037d0c72e53d752ca677842e767e604ca1ba2e274981ef,True,True,-3.6939792335033417,65.0,2.0,0.0
removal_ratio:0.05,4,ac830dafe9a593aef0036460d7f111c1173ccdf0d3cfd76aedb14be7e5e7fda2,True,True,-3.1338855624198914,63.0,1.0,0.0
removal_ratio:0.05,5,7aa5c632276c8a69e905ddb2e41380be15d5d60daceb419f798f020bb7680262,True,True,-2.7012713253498077,60.0,2.0,0.0
removal_ratio:0.05,6,c38962fa4e6a837af27916b2b8f00c86e031b9c81329abb309522ea7edf402ae,True,True,205.8340199291706,64.0,3.0,0.0
removal_ratio:0.05,7,275375cdbc8f70f5299c00b1a674eecc05e73b9bc866e2ea6ed5f61666af7048,True,True,-3.748290240764618,70.0,1.0,0.0
removal_ratio:0.05,8,5f3f6b75fa28ab9f359cb695fc3b9f3a03b1f875eb33719989eba07f319a1e4e,True,True,-3.12182679772377,64.0,3.0,0.0
removal_ratio:0.05,9,ecde6bbbf3e8b9e78d298917123e0d1bb017906c1ff2e4ad2105a32b0139ae57,True,True,-3.5249032080173492,64.0,2.0,0.0
removal_ratio:0.05,10,7473319269cccadaae7d117e46953567d604088a2866648bbc9b22f20c35e149,True,True,-3.292810171842575,64.0,2.0,0.0
removal_ratio:0.05,11,b936a7804accbd497e7cffd3b1aee77610c50d04abe4ecb93760ee5215ea65a1,True,True,-2.375096082687378,59.0,1.0,0.0
removal_ratio:0.05,12,ea91692ec750378d28757bf2a51b1168597d1601e46f91c948125493bcc1a9a8,True,True,-2.6096999645233154,57.0,3.0,0.0
removal_ratio:0.05,13,a1a8eb2b4ef424f56c3ee218e8a6043abaedddad2b263eb3deef8881abde536c,True,True,-4.3021440505981445,75.0,2.0,0.0
removal_ratio:0.05,14,a2e18923679e6ddce443e6435557e7319d9a483bbdb2e100be239cf2a2403fcf,True,True,-3.346353769302368,63.0,1.0,0.0
removal_ratio:0.05,15,515a98961ae202dab3d5843813b72218ac31f95f577cc703752cd3fda877d239,True,True,-4.54234704375267,74.0,2.0,0.0
removal_ratio:0.05,16,4bf6539b80aae295da8213b348297986b88aedd0ea1458dfbeb797eb637257fa,True,True,-3.1963326036930084,63.0,2.0,0.0
removal_ratio:0.05,17,bdcf270d1d16046c6056429ff9a503b508a3d30c8d04d909566e1a1a5d785f3f,True,True,-1.2567639350891113,47.0,1.0,0.0
removal_ratio:0.05,18,44375973a8951d03f83d769b283f9e0849507a9bbbfeb4874f8626afa170c2a1,True,True,-4.818931221961975,78.0,2.0,0.0
removal_ratio:0.05,19,e4a7de8f4be388dcb937830768bd79ab7bcdbd42a8373bcbf371f1fe65cb4122,True,True,-3.6468543112277985,67.0,1.0,0.0
removal_ratio:0.05,20,5c8447faed2f3df147e5f9492ce92f0bb75cf87e2723ea11c14b1c2a30347ada,True,True,-2.225268632173538,52.0,2.0,0.0
removal_ratio:0.05,21,f0ed1a9022197ab175f61af0508d626dc3808c32eb83208e6118fb0a151bff6d,True,True,-4.025537520647049,70.0,1.0,0.0
removal_ratio:0.05,22,6cac2ba69ebae45f9d24f9aa41c8877caee1499ec063eb3ce2f7aa36c471bac4,True,True,-3.931809216737747,70.0,2.0,0.0
removal_ratio:0.05,23,4f3334a7d30ab57d8b14d681653ac6a8ae8e631dc02504a9af5fe87ca54b1b68,True,True,-5.036424845457077,81.0,3.0,0.0
removal_ratio:0.05,24,31875325862c0f4387728163cca43a438ca513aef999d7b1558425672d8de68a,True,True,-4.080437123775482,73.0,2.0,0.0
removal_ratio:0.05,25,c02aa99166a35c20510838150f76c5f537926fa81e2054da73565d10095127da,True,True,-2.5918669998645782,58.0,0.0,0.0
removal_ratio:0.05,26,6a64357b92a4eb6f6fc697c08b3f9bd3aebdffefab71bc09e06726528c045c6a,True,True,-3.226250410079956,61.0,2.0,0.0
removal_ratio:0.05,27,9d61f12aa6ecba3132e3bd73f62de5b2161c2178d4ea0a28d9f140bccc176ec0,True,True,-3.4880749881267548,66.0,2.0,0.0
removal_ratio:0.05,28,07ea116c6e2e8cb97b37c2ff68c90b86cd2ade23908bf628b6367845874c33d3,True,True,-2.467051148414612,58.0,3.0,0.0
removal_ratio:0.05,29,6609ba2006e98c675ee34e0d9963433953d167782912b1a16fa35f5e4f613842,True,True,-4.069861024618149,72.0,3.0,0.0
removal_ratio:0.1,0,fcc871a81b61d86897af24355f1adfdb2211aab924a5a8b437c205bcc8c66ae4,True,True,-4.871837794780731,82.0,0.0,0.0
removal_ratio:0.1,1,9f0ee594c0a16f0595ebc5f258a8fd5da25c4c38a2807f56c193d651963eae73,True,True,-2.5653690099716187,59.0,2.0,0.0
removal_ratio:0.1,2,6c158f9c758724cf6add5073f5d8ad8e8f906d60a8fcf6b7bdd629fa6aa37416,True,True,-2.899322658777237,67.0,0.0,0.0
removal_ratio:0.1,3,8132ee8ee81b3116f4d2355f3007b360997a948a81188514923abb4a9d469ea4,True,True,-4.473045468330383,77.0,0.0,0.0
removal_ratio:0.1,4,81497ec5ca10f49176d516cb6de1a3a75b5561463fc4c553148d16e7b76a9655,True,True,-3.4552477300167084,69.0,1.0,0.0
removal_ratio:0.1,5,ccd2834fc6024a9bd72d99b302db13c5a746f12e4866c7bf9a614b15cab9de59,True,True,-4.762865602970123,80.0,0.0,0.0
removal_ratio:0.1,6,b05ebb02e114fda90092de9da2f25e1eccaecf7cade1ab288b58ba60c0f3cc85,True,True,-4.217937588691711,74.0,1.0,0.0
removal_ratio:0.1,7,85d2a46b7c11028b3eb8c8d960fafd6604e92c01f4de1a7b6f5084a451bf7cb4,True,True,-3.6468803882598877,69.0,1.0,0.0
removal_ratio:0.1,8,820b59cae65660c7c2ae70926efab9d64a3b34a674d33609dfe985d664e9a7d7,True,True,-5.579672753810883,89.0,0.0,0.0
removal_ratio:0.1,9,98f1da54023fad453bb511ad1af50f641992267c505c07ad0c194792cf878c52,True,True,-2.504676580429077,60.0,1.0,0.0
removal_ratio:0.1,10,103028d140c2e90df3ca18dae522f781c2baf2802a5edb3a1bbcd180861cd571,True,True,-5.146171897649765,81.0,0.0,0.0
removal_ratio:0.1,11,bf6dd8195052024faea6cbd9d55adbe2c95eccb42424a8e0d76d8482990e4c39,True,True,-2.5257542729377747,63.0,0.0,0.0
removal_ratio:0.1,12,bae9fb99c3712c586bd33f68487dea3d80a3fc32ca710df1954587f23a515005,True,True,-2.3136287927627563,59.0,1.0,0.0
removal_ratio:0.1,13,e70297d3a38dfe4fd0f0bf34b6ba4b97ab67693bf042239c7f76a8a61a614963,True,True,-2.987675368785858,67.0,0.0,0.0
removal_ratio:0.1,14,8877a1560bd059fd9a88cc126fe2a0ced823c13ca1ff846798e3d4274af76fca,True,True,-3.4800581634044647,66.0,1.0,0.0
removal_ratio:0.1,15,b2c7f749748732678a6963c6d9e198a4f51da354d3d1ac7c4b6681e7719ff8bc,True,True,-6.0095153748989105,91.0,0.0,0.0
removal_ratio:0.1,16,d93f5d2ddfcaa4018e6ab1428156b6bf1cb89f0c97e858a5265590ce0de87a94,True,True,-3.3844858407974243,69.0,1.0,0.0
removal_ratio:0.1,17,b8819665de0bff3acd2aeabdb961e69769edd4285ced20a8a12e197cae9c0875,True,True,-1.8037520349025726,55.0,0.0,0.0
removal_ratio:0.1,18,3c681f0046a00814dc7d203d69b03f67755ff52857523748643137ece0b7e1d1,True,True,-5.006164312362671,82.0,0.0,0.0
removal_ratio:0.1,19,3e2026c8d9f13a5a980c944098016f6adfff9b25a50229aa1dade9b0d096fcb5,True,True,-5.348093807697296,81.0,1.0,0.0
removal_ratio:0.1,20,1e6b67b80f6622f887f569dd9f10c4e0b751763e33c702aff4da6de6f87dd00c,True,True,-3.573387861251831,71.0,0.0,0.0
removal_ratio:0.1,21,e9fecaab3fb68c2a3216864d5b760039ca24429ef1cdb541e2903ca5d941365f,True,True,-4.086699336767197,75.0,0.0,0.0
removal_ratio:0.1,22,485867a7ccd1110ed348d5448a3f13216593889b55775346e145b7d05d7595f0,True,True,-3.3309273421764374,68.0,0.0,0.0
removal_ratio:0.1,23,029ab81912a87449187549b5f018af81623ecb28b76ec95031b69aceb2e171ca,True,True,-5.8702267706394196,88.0,0.0,0.0
removal_ratio:0.1,24,a3ec5ecc5c8d7f16c90f7ac06840a0bfcef2220c7134bd12cd6b6ca27e9bf925,True,True,-5.5145323276519775,89.0,1.0,0.0
removal_ratio:0.1,25,72e7738d7616f18060c236a59a5b75a7b94b4b14e8210812e8c6583a21a4d2b6,True,True,-2.326827496290207,59.0,0.0,0.0
removal_ratio:0.1,26,0027ff5675c11eabb6abd5761fb468c33b3f5468b24a1354cb8966b6ef45e34b,True,True,-3.7942975759506226,70.0,0.0,0.0
removal_ratio:0.1,27,0d339b28f3df66e319b547e11ba98c641363c081e24459d81ccc2296b380647a,True,True,-2.865482121706009,60.0,1.0,0.0
removal_ratio:0.1,28,47b2cae669c663a9acb7933c92ed7d06c8f4155d4cd32bc733a0d1d4ace882c8,True,True,-3.6378465592861176,71.0,1.0,0.0
removal_ratio:0.1,29,45525b587f9a2237d28b274e01b5217a36e9eea23915f16b87608367807d5659,True,True,-3.416873514652252,72.0,0.0,0.0
removal_ratio:0.2,0,20745e5e6501bd549231da9a6ac08e16d1f5c517ad5c927d16c6d4c764a840be,True,True,-1.3047195971012115,59.0,0.0,0.0
removal_ratio:0.2,1,65d7efd61c095d336a117433c70679e79e33a7c6a85a78bc2c45e3a69089f25b,True,True,-2.6236139237880707,65.0,0.0,0.0
removal_ratio:0.2,2,384a8ce29b2217f4d98bb5f8e9ff5d2fa53f80b1509fff997cf0f15b68265a8b,True,True,-0.6758347153663635,53.0,0.0,0.0
removal_ratio:0.2,3,d5cda3fa5f7b6178afba8c927950b35df0e2fdb034578daaf4380d7962b7cd1c,True,True,-3.2830126583576202,69.0,0.0,0.0
removal_ratio:0.2,4,ed5a7b1cb0929843341c6479848317682a8884e39780f4b6d4207934bb2bf408,True,True,-1.8149130046367645,58.0,0.0,0.0
removal_ratio:0.2,5,2e91827a7b8e95e7c1b532a8b64c6ea8a52b45d345ae1ffe1166976080a7cb9d,True,True,-2.1746791899204254,65.0,0.0,0.0
removal_ratio:0.2,6,2ed04eb4dddb5cba7673dcac045e4f58a95ef9da72d7c50b96c9b064f4bba7c1,True,True,-1.7393864691257477,59.0,0.0,0.0
removal_ratio:0.2,7,115423fd1350da300fc7275e992b9146a5101b031201c073667c643f48e2dc16,True,True,-3.8202255964279175,76.0,0.0,0.0
removal_ratio:0.2,8,3edb34ab566f80a6f0e856f703effa865a28467449af644435127c5b0bdec9f6,True,True,-5.237888544797897,87.0,0.0,0.0
removal_ratio:0.2,9,911bab864f5cb7ef920df998cb8e058ab501966f1b87bd3713478829ccf17a47,True,True,-0.6078444421291351,48.0,1.0,0.0
removal_ratio:0.2,10,62e328af6c4e05d380b490e3f95e2e115ffa37af0c01aa8ce47657a4c285b27c,True,True,-2.7036890387535095,69.0,0.0,0.0
removal_ratio:0.2,11,ff1d69c0cc3a5143d2dd53b43d115cd2385299ab328e3f209e49f90dcee494e8,True,True,-1.810900866985321,58.0,0.0,0.0
removal_ratio:0.2,12,a668784e86423c132507aa32dabeff595e24d66b874a64b4f48e80d87fcc8514,True,True,-0.8508898317813873,49.0,0.0,0.0
removal_ratio:0.2,13,e188233283440e9185831fe040ad68d07b10f6d2f6ee2caae24d5bda6b535c90,True,True,-2.6447735726833344,63.0,0.0,0.0
removal_ratio:0.2,14,4e1492a65092ff7e863b8d750e90914da712c376dd3db8e9cad2afe79959ec4f,True,True,-2.3268014192581177,63.0,0.0,0.0
removal_ratio:0.2,15,d7987c26de3477eac4b1d32a5e405c4803c5bc22bc4d3b6ce4eab63c3bae7beb,True,True,-2.073720097541809,66.0,0.0,0.0
removal_ratio:0.2,16,ea6fc8cc601b00aa5e4fa0b5393aaf521eef872141e1b63fa2ec67766381d581,True,True,-0.05602836608886719,46.0,0.0,0.0
removal_ratio:0.2,17,e331bf2292c4074261ed60919774600d69a678aa6674f35c9bb460256d0a030e,True,True,-1.1426471173763275,53.0,0.0,0.0
removal_ratio:0.2,18,e4ba01b598d4b058e26b8be704047af314e413149c18ccbafbeb9fd63e30d31c,True,True,-1.8639154732227325,61.0,0.0,0.0
removal_ratio:0.2,19,1726dfe4d0d5ce734dcc8a82ae18a3b5a9e687881785e7aa912b6af61b3b7c08,True,True,-3.135956823825836,67.0,0.0,0.0
removal_ratio:0.2,20,3a1a267805ce5786d8e9908cd022e7a74a877d1b76466824c7aaaad38ccc53ee,True,True,-2.7399882674217224,67.0,0.0,0.0
removal_ratio:0.2,21,04242fd9dcc850a6137d4298f77cd3faf1e46bec2b203a95891ca426b012184e,True,True,-0.48238039016723633,54.0,0.0,0.0
removal_ratio:0.2,22,eae928c1035043e13d79a80245ee3e741d607683e9a572741e47778a5024d226,True,True,0.414971262216568,43.0,0.0,0.0
removal_ratio:0.2,23,37021cfb9f865a6a437e69d322d7f6afc5f646b4cdf78767ca5d180990b193ee,True,True,-4.665680229663849,80.0,0.0,0.0
removal_ratio:0.2,24,0fe1fdef3f20cea901022176bb09117132cff5cd150a845f4e59e77491fe03dc,True,True,-2.762332558631897,72.0,1.0,0.0
