experiment,mode,trial_id,seed,event_id,method_id,method_label,method_source,adapted,topology_fingerprint,scenario_fingerprint,qos_fingerprint,event_fingerprint,series,result_mode,task_received_at,event_occurred_at,stable_verify_finished_at,task_size,num_dag_edges,num_gateways,state_churn_probability,conflict_density,conflict_type,ground_truth_feasible,business_change_type,affected_scope_ratio,affected_scope_bucket_percent,failure_type,failure_severity,controller_processing_latency_ms,formation_latency_ms,resolution_latency_ms,reconfiguration_latency_ms,recovery_latency_ms,success,qos_satisfied,safe_rejection,failure_reason,total_rules,total_rule_objects,changed_rules,rule_change_ratio,total_paths,changed_paths,total_agents,changed_agents,modification_scope_ratio,affected_agent_count,total_gateways,changed_gateways,gateway_change_ratio,total_flows,unaffected_flows,disturbed_unaffected_flows,unaffected_disturbance_ratio,control_messages,control_bytes,rollback_count,stale_state_detected
exp4,paper,exp4:capacity_stress:10:seed:0000:event:000,0,0,cspf,CSPF,CSPF,False,7c10d8f589927e1d78796edc9a3532250ccf433d2f9f8106d86603e6d362889f,f752f16ab9f4d8a16a1a6a75a2aa3ad5b155bec23027da29c789757e80a46601,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,554721cb5c95426208549dedaaface009e5c21636ef563d983d56c3168a57481,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.003348,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.348,True,True,False,,153,154,4,0.025974025974025976,36,1,58,0,0.020161290322580645,,12,3,0.25,36,35,0,0.0,96,271195,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:000,0,0,full_rebuild,Full-Rebuild,Global reconstruction,False,7c10d8f589927e1d78796edc9a3532250ccf433d2f9f8106d86603e6d362889f,f752f16ab9f4d8a16a1a6a75a2aa3ad5b155bec23027da29c789757e80a46601,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,554721cb5c95426208549dedaaface009e5c21636ef563d983d56c3168a57481,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.015188,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,15.188,True,True,False,,153,154,154,1.0,36,36,58,58,1.0,,12,12,1.0,36,35,35,1.0,96,499214,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:000,0,0,netkeeper,NetKeeper*,NetKeeper,True,7c10d8f589927e1d78796edc9a3532250ccf433d2f9f8106d86603e6d362889f,f752f16ab9f4d8a16a1a6a75a2aa3ad5b155bec23027da29c789757e80a46601,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,554721cb5c95426208549dedaaface009e5c21636ef563d983d56c3168a57481,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.003508,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.508,True,True,False,,153,153,0,0.0,36,0,58,0,0.0,,12,3,0.25,36,35,0,0.0,96,266922,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:000,0,0,proposed,Proposed,This work,False,7c10d8f589927e1d78796edc9a3532250ccf433d2f9f8106d86603e6d362889f,f752f16ab9f4d8a16a1a6a75a2aa3ad5b155bec23027da29c789757e80a46601,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,554721cb5c95426208549dedaaface009e5c21636ef563d983d56c3168a57481,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.003968,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.968,True,True,False,,153,154,4,0.025974025974025976,36,1,58,0,0.020161290322580645,,12,3,0.25,36,35,0,0.0,96,271195,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:001,0,1,cspf,CSPF,CSPF,False,49a7befcaf97b9d5ec1cc7c3671b15bb821cdf5bd0b6b6fe9c01ddd12f38f27e,0de9e1d46d54b0ef4121c5874967a075f7b3f63d095655f5bd385717b43ad537,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,636c2caf12558e2b8616969fc92a69f1adc9306db1decaecf0d54557cfebf5b4,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.003348,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.348,True,True,False,,158,159,4,0.025157232704402517,36,1,58,0,0.019762845849802372,,12,3,0.25,36,35,0,0.0,96,280675,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:001,0,1,full_rebuild,Full-Rebuild,Global reconstruction,False,49a7befcaf97b9d5ec1cc7c3671b15bb821cdf5bd0b6b6fe9c01ddd12f38f27e,0de9e1d46d54b0ef4121c5874967a075f7b3f63d095655f5bd385717b43ad537,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,636c2caf12558e2b8616969fc92a69f1adc9306db1decaecf0d54557cfebf5b4,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.015438000000000002,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,15.438000000000002,True,True,False,,158,159,159,1.0,36,36,58,58,1.0,,12,12,1.0,36,35,35,1.0,96,516992,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:001,0,1,netkeeper,NetKeeper*,NetKeeper,True,49a7befcaf97b9d5ec1cc7c3671b15bb821cdf5bd0b6b6fe9c01ddd12f38f27e,0de9e1d46d54b0ef4121c5874967a075f7b3f63d095655f5bd385717b43ad537,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,636c2caf12558e2b8616969fc92a69f1adc9306db1decaecf0d54557cfebf5b4,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.0037080000000000004,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.708,True,True,False,,158,159,4,0.025157232704402517,36,1,58,0,0.019762845849802372,,12,3,0.25,36,35,0,0.0,96,280675,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:001,0,1,proposed,Proposed,This work,False,49a7befcaf97b9d5ec1cc7c3671b15bb821cdf5bd0b6b6fe9c01ddd12f38f27e,0de9e1d46d54b0ef4121c5874967a075f7b3f63d095655f5bd385717b43ad537,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,636c2caf12558e2b8616969fc92a69f1adc9306db1decaecf0d54557cfebf5b4,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.003968,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.968,True,True,False,,158,159,4,0.025157232704402517,36,1,58,0,0.019762845849802372,,12,3,0.25,36,35,0,0.0,96,280675,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:002,0,2,cspf,CSPF,CSPF,False,e5f959a8c2003b648c8a12c650cd9c28b7c11fe2a8a890c105ea23de3ac177c0,dd6fa7b8f7ec41f9f273ebe8c28cfcdbaf87eee657e2f9cc26ada5725d716828,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,c2eaa5b235b322aa41e49a5cc0f16160c9cfaac0c03a938487226eda0e186c6c,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.0035659999999999997,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,3.566,True,True,False,,160,162,8,0.04938271604938271,36,2,58,0,0.0390625,,12,3,0.25,36,34,0,0.0,96,288295,0,False
exp4,paper,exp4:capacity_stress:10:seed:0000:event:002,0,2,full_rebuild,Full-Rebuild,Global reconstruction,False,e5f959a8c2003b648c8a12c650cd9c28b7c11fe2a8a890c105ea23de3ac177c0,dd6fa7b8f7ec41f9f273ebe8c28cfcdbaf87eee657e2f9cc26ada5725d716828,944efac3beda92b5f312fb764adeaa54a0d53bc41c006c6859c30fbd533491bc,c2eaa5b235b322aa41e49a5cc0f16160c9cfaac0c03a938487226eda0e186c6c,capacity_stress,transactionally_verified_failure_recovery_simulation,,0.0,0.015588000000000001,24,36,12,,,,,,,,capacity_degradation,0.1,,,,,15.588000000000001,True,True,False,,160,162,162,1.0,36,36,58,58,1.0,,12,12,1.0,36,34,34,1.0,96,523308,0,False
