experiment,scenario,factor,method,runs,conflict_class,qos_satisfaction_rate,infeasible_configuration_rate,false_alarm_rate,miss_rate,conflict_detection_rate,conflict_resolution_rate,safe_rejection_rate,unresolvable_safe_rejection_rate,unsafe_execution_rate,decision_rejection_rate,rollback_rate,safe_rollback_rate,timeout_rate,no_partial_commit_rate,coordination_latency_ms_mean,coordination_latency_ms_ci95,feasibility_latency_ms_mean,feasibility_latency_ms_ci95,transaction_latency_ms_mean,transaction_latency_ms_ci95,total_latency_ms_mean,total_latency_ms_ci95,peak_memory_mb_mean,peak_memory_mb_ci95,num_raw_combinations_mean,num_raw_combinations_ci95,num_pruned_combinations_mean,num_pruned_combinations_ci95,num_feasible_combinations_mean,num_feasible_combinations_ci95
unresolvable,all_routes_latency,all_routes_latency,independent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09559430181980133,0.003614618394516809,0.0,0.0,15.402508899569511,0.21036002564960138,113.34000478188197,0.3643361132054483,0.0021079381306966147,4.361470540364583e-06,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,all_routes_latency,all_routes_latency,no_verification,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.564243311683337,0.004212198438292499,0.0,0.0,15.4251828789711,0.20158101480624507,115.2609683573246,0.7729971206665416,0.012320709228515626,0.00043404895348476275,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,all_routes_latency,all_routes_latency,proposed,30,UNRESOLVABLE_CONFLICT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13.071980699896812,0.02643135985023696,12.92270670334498,0.026249860622047375,0.0,0.0,13.212419673800468,0.026835008707928685,0.03670005798339844,0.0007393751894427766,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,physical_capacity_absolute,physical_capacity_absolute,adjacent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.845888872941335,0.008700260084643493,3.733172516028086,0.008038287266083693,15.399057045578957,0.21539872666751403,113.92860549191634,0.31497738801110237,0.0171844482421875,8.346686054120006e-05,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,physical_capacity_absolute,physical_capacity_absolute,independent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09370011587937672,0.0009068662393297023,0.0,0.0,15.43028379480044,0.2116717189449204,110.93911590675513,1.1231125002404465,0.0021235148111979165,3.4891764322916666e-05,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,physical_capacity_absolute,physical_capacity_absolute,no_verification,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5747454017400742,0.005742717705074184,0.0,0.0,15.443813552459082,0.21146167679424271,111.82705002526443,0.331081651150871,0.012151050567626952,0.00024371564707933234,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,physical_capacity_absolute,physical_capacity_absolute,proposed,30,UNRESOLVABLE_CONFLICT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.179936175545057,0.03208151884093715,14.028167972962061,0.030522429002871453,0.0,0.0,14.323530594507853,0.03539437250569011,0.03223962783813476,0.0011007533563842235,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,reliability_impossible,reliability_impossible,adjacent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0941161861022315,0.005239180675906128,1.9811080147822697,0.0041235204220265095,15.41923334201177,0.2118282883609499,117.32868601878484,1.3394111031465794,0.015434201558430989,6.094897801507447e-05,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,reliability_impossible,reliability_impossible,independent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09329468011856079,0.0003928447216025775,0.0,0.0,15.409407764673233,0.20948304941075185,114.7384303311507,0.3251775663932348,0.002105712890625,0.0,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,reliability_impossible,reliability_impossible,no_verification,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5626960744460423,0.004471115455411583,0.0,0.0,15.441833684841791,0.21367602350482107,116.23992249369621,0.33013286934245434,0.012123616536458333,0.00028199926964009493,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,reliability_impossible,reliability_impossible,proposed,30,UNRESOLVABLE_CONFLICT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,13.060751681526503,0.01987975733846784,12.910882383584976,0.01969274405436078,0.0,0.0,13.200375934441885,0.020452111003057074,0.036675643920898435,0.0007317766537219125,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,shared_resource_shortage,shared_resource_shortage,adjacent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,2.211637422442436,0.005559289172780322,2.100184311469396,0.005282189529038898,15.389068921407064,0.2110934849810541,112.78096449871857,0.3688698361436716,0.014987945556640625,5.446029813670819e-05,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,shared_resource_shortage,shared_resource_shortage,independent,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.09374941388765971,0.0009070535748343212,0.0,0.0,17.154990881681442,2.367220673523709,112.38240227103233,2.4132085279122837,0.002105712890625,0.0,81.0,0.0,81.0,0.0,0.0,0.0
unresolvable,shared_resource_shortage,shared_resource_shortage,no_verification,30,UNRESOLVABLE_CONFLICT,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.5663541853427887,0.004842903038504219,0.0,0.0,16.278299316763878,1.7109604980236846,112.95591269930203,1.7914406053366034,0.0120391845703125,0.0003078419484203599,81.0,0.0,0.0,0.0,0.0,0.0
unresolvable,shared_resource_shortage,shared_resource_shortage,proposed,30,UNRESOLVABLE_CONFLICT,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,14.077945798635483,0.027183449530072415,13.921506951252619,0.02694771167194571,0.0,0.0,14.216617618997892,0.027343837265904718,0.03660418192545573,0.0006752000509896043,81.0,0.0,0.0,0.0,0.0,0.0
