scenario,fault_family,fault_level,method,runs,successful_runs,failed_runs,success_rate,qos_recovery_rate,safe_rejection_rate,rollback_rate,rollback_success_rate,residual_rule_rate,detection_latency_ms_count,detection_latency_ms_mean,detection_latency_ms_median,detection_latency_ms_std,detection_latency_ms_ci95,detection_latency_ms_p95,localization_latency_ms_count,localization_latency_ms_mean,localization_latency_ms_median,localization_latency_ms_std,localization_latency_ms_ci95,localization_latency_ms_p95,proposal_latency_ms_count,proposal_latency_ms_mean,proposal_latency_ms_median,proposal_latency_ms_std,proposal_latency_ms_ci95,proposal_latency_ms_p95,coordination_latency_ms_count,coordination_latency_ms_mean,coordination_latency_ms_median,coordination_latency_ms_std,coordination_latency_ms_ci95,coordination_latency_ms_p95,feasibility_latency_ms_count,feasibility_latency_ms_mean,feasibility_latency_ms_median,feasibility_latency_ms_std,feasibility_latency_ms_ci95,feasibility_latency_ms_p95,delta_compile_latency_ms_count,delta_compile_latency_ms_mean,delta_compile_latency_ms_median,delta_compile_latency_ms_std,delta_compile_latency_ms_ci95,delta_compile_latency_ms_p95,stage_latency_ms_count,stage_latency_ms_mean,stage_latency_ms_median,stage_latency_ms_std,stage_latency_ms_ci95,stage_latency_ms_p95,activation_latency_ms_count,activation_latency_ms_mean,activation_latency_ms_median,activation_latency_ms_std,activation_latency_ms_ci95,activation_latency_ms_p95,verification_latency_ms_count,verification_latency_ms_mean,verification_latency_ms_median,verification_latency_ms_std,verification_latency_ms_ci95,verification_latency_ms_p95,reconfiguration_latency_ms_count,reconfiguration_latency_ms_mean,reconfiguration_latency_ms_median,reconfiguration_latency_ms_std,reconfiguration_latency_ms_ci95,reconfiguration_latency_ms_p95,repair_latency_ms_count,repair_latency_ms_mean,repair_latency_ms_median,repair_latency_ms_std,repair_latency_ms_ci95,repair_latency_ms_p95,recovery_latency_ms_count,recovery_latency_ms_mean,recovery_latency_ms_median,recovery_latency_ms_std,recovery_latency_ms_ci95,recovery_latency_ms_p95,failure_handling_ms_count,failure_handling_ms_mean,failure_handling_ms_median,failure_handling_ms_std,failure_handling_ms_ci95,failure_handling_ms_p95,service_interruption_ms_count,service_interruption_ms_mean,service_interruption_ms_median,service_interruption_ms_std,service_interruption_ms_ci95,service_interruption_ms_p95,changed_agents_count,changed_agents_mean,changed_agents_median,changed_agents_std,changed_agents_ci95,changed_agents_p95,changed_sessions_count,changed_sessions_mean,changed_sessions_median,changed_sessions_std,changed_sessions_ci95,changed_sessions_p95,changed_routes_count,changed_routes_mean,changed_routes_median,changed_routes_std,changed_routes_ci95,changed_routes_p95,changed_physical_bindings_count,changed_physical_bindings_mean,changed_physical_bindings_median,changed_physical_bindings_std,changed_physical_bindings_ci95,changed_physical_bindings_p95,changed_rules_count,changed_rules_mean,changed_rules_median,changed_rules_std,changed_rules_ci95,changed_rules_p95,rule_change_ratio_count,rule_change_ratio_mean,rule_change_ratio_median,rule_change_ratio_std,rule_change_ratio_ci95,rule_change_ratio_p95,gateway_impact_ratio_count,gateway_impact_ratio_mean,gateway_impact_ratio_median,gateway_impact_ratio_std,gateway_impact_ratio_ci95,gateway_impact_ratio_p95,affected_gateways_count,affected_gateways_mean,affected_gateways_median,affected_gateways_std,affected_gateways_ci95,affected_gateways_p95,collateral_interruption_rate_count,collateral_interruption_rate_mean,collateral_interruption_rate_median,collateral_interruption_rate_std,collateral_interruption_rate_ci95,collateral_interruption_rate_p95,collateral_interruption_ms_count,collateral_interruption_ms_mean,collateral_interruption_ms_median,collateral_interruption_ms_std,collateral_interruption_ms_ci95,collateral_interruption_ms_p95,packet_loss_during_recovery_count,packet_loss_during_recovery_mean,packet_loss_during_recovery_median,packet_loss_during_recovery_std,packet_loss_during_recovery_ci95,packet_loss_during_recovery_p95,throughput_before_count,throughput_before_mean,throughput_before_median,throughput_before_std,throughput_before_ci95,throughput_before_p95,throughput_during_count,throughput_during_mean,throughput_during_median,throughput_during_std,throughput_during_ci95,throughput_during_p95,throughput_after_count,throughput_after_mean,throughput_after_median,throughput_after_std,throughput_after_ci95,throughput_after_p95,latency_before_count,latency_before_mean,latency_before_median,latency_before_std,latency_before_ci95,latency_before_p95,latency_during_count,latency_during_mean,latency_during_median,latency_during_std,latency_during_ci95,latency_during_p95,latency_after_count,latency_after_mean,latency_after_median,latency_after_std,latency_after_ci95,latency_after_p95,control_messages_count,control_messages_mean,control_messages_median,control_messages_std,control_messages_ci95,control_messages_p95,control_bytes_count,control_bytes_mean,control_bytes_median,control_bytes_std,control_bytes_ci95,control_bytes_p95
AGENT_FAILURE:physical,AGENT_FAILURE,physical,network_only,30,0,30,0.0,0.0,1.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.19302243987719217,0.1935921609401703,0.0050252721957577285,0.0017982705602904163,0.2004425972700119,30,0.1971181482076645,0.1971255987882614,0.0013308794097613157,0.00047624908037635004,0.19913986325263977,30,0.0037995477517445884,0.0037942081689834595,0.00012586369710485557,4.503974556921368e-05,0.004056654870510101,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.9666666666666667,1.0,0.0864364759104401,0.03093089566296795,1.0,30,3.8666666666666667,4.0,0.3457459036417604,0.1237235826518718,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0
AGENT_FAILURE:physical,AGENT_FAILURE,physical,proposed,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.19219852983951569,0.19297562539577484,0.005196165986957465,0.0018594241180838295,0.20102504640817642,30,0.19584248463312784,0.19566155970096588,0.002572960892391781,0.0009207222306231793,0.19878726452589035,30,4.096650580565135,4.0894765406847,0.04253757364048046,0.01522187523462649,4.158196970820427,30,0.36947205662727356,0.3692246973514557,0.003052018312026291,0.001092150726604885,0.3741839900612831,30,0.3122628976901372,0.30811503529548645,0.015663549190580828,0.005605129091884965,0.33437013626098633,30,15.123948454856873,15.149891376495361,0.9319015631286901,0.33347669156660664,16.839634627103806,30,1.1859359840552013,1.1818557977676392,0.045972497317948155,0.016451046886512156,1.2773644179105759,30,3.3816507707039514,3.369763493537903,0.08313657041913092,0.02975003964848749,3.548194281756878,30,18.74193884432316,18.708137795329094,0.9266163407670307,0.3315853990341177,20.47420497983694,30,125.89990124098449,125.77744983138928,0.9712551766115965,0.3475592012915725,127.70021613684435,30,275.8999012410641,275.77744983136654,0.971255176603942,0.3475592012888334,277.70021613687277,0,,,,,,30,275.8999012410641,275.77744983136654,0.971255176603942,0.3475592012888334,277.70021613687277,30,2.0,2.0,0.0,0.0,2.0,30,11.866666666666667,12.0,2.800656737431337,1.002202142334378,15.55,30,0.0,0.0,0.0,0.0,0.0,30,56.86666666666667,57.0,2.800656737431337,1.002202142334378,60.55,30,25.5,26.5,5.858974842657763,2.096607220983573,32.55,30,0.45232328496524316,0.4775828460038986,0.10268327127320746,0.036744736717108525,0.5739374620522162,30,0.9666666666666667,1.0,0.0864364759104401,0.03093089566296795,1.0,30,3.8666666666666667,4.0,0.3457459036417604,0.1237235826518718,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,32.0,32.0,0.0,0.0,32.0,30,105301.13333333333,105486.5,8273.349235214,2960.580001466617,119490.4
AGENT_FAILURE:transport,AGENT_FAILURE,transport,full_rebuild,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.18562016387780508,0.18713437020778656,0.006396461324770537,0.002288944288446985,0.1933228224515915,30,0.1956947147846222,0.19591115415096283,0.0014204491800559388,0.0005083012110348185,0.1978103071451187,30,4.152836774786313,4.146357998251915,0.06449305676556621,0.023078543968735033,4.281221888959408,30,0.37119587262471515,0.37050992250442505,0.004160063405763045,0.0014886595710856152,0.37755146622657776,30,0.3060941894849141,0.3040432929992676,0.01264624318160133,0.004525400003395847,0.3298560157418251,30,18.95464373131593,18.730787560343742,0.9091631416457132,0.32533985193932613,20.60401700437069,30,1.2343549480040867,1.2260191142559052,0.05745566460467826,0.02056024552614984,1.3459915295243263,30,3.3832456916570663,3.3680275082588196,0.094615852962088,0.033857848150419353,3.5293279215693474,30,22.71133040388425,22.521240636706352,1.0284498489240108,0.3680260519253945,24.466232024133205,30,130.2846151092846,130.10557591906036,1.1498033908068332,0.41145185917600935,132.3162635787412,30,280.2846151093642,280.1055759191513,1.149803390803324,0.41145185917475363,282.31626357883215,0,,,,,,30,280.2846151093642,280.1055759191513,1.149803390803324,0.41145185917475363,282.31626357883215,30,2.0,2.0,0.0,0.0,2.0,30,8.666666666666666,10.0,3.3970913860326855,1.215633540263907,13.0,30,0.0,0.0,0.0,0.0,0.0,30,45.0,45.0,0.0,0.0,45.0,30,56.46666666666667,56.0,2.738402924098761,0.9799249013371056,61.55,30,1.0,1.0,0.0,0.0,1.0,30,1.0,1.0,0.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,32.0,32.0,0.0,0.0,32.0,30,143096.06666666668,141786.0,7095.032156780343,2538.9246502155074,156320.2
AGENT_FAILURE:transport,AGENT_FAILURE,transport,network_only,30,0,30,0.0,0.0,1.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.1892941693464915,0.18623843789100647,0.021164628350647502,0.007573664987657157,0.19992534071207047,30,0.19897768894831339,0.19741058349609375,0.0065965064833694844,0.002360529529091422,0.2051146700978279,30,0.0036782274643580117,0.0036712735891342163,0.00010721520066228774,3.836646682131617e-05,0.0038703903555870056,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,0,,,,,,0,,,,,,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.9166666666666666,1.0,0.11986582537134603,0.042893434734176034,1.0,30,3.6666666666666665,4.0,0.47946330148538413,0.17157373893670413,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0
AGENT_FAILURE:transport,AGENT_FAILURE,transport,no_scope,30,0,30,0.0,0.0,0.0,1.0,1.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.26251810292402905,0.2629607915878296,0.006467706417436006,0.0023144390174317415,0.2719312906265259,30,0.1925978809595108,0.19258446991443634,0.0019070591657263964,0.0006824323580626823,0.19542761147022247,30,4.124722133080165,4.116613417863846,0.058603572517514115,0.0209710190972451,4.244324378669262,30,0.37057163814703625,0.3700330853462219,0.0035489126836905716,0.0012699620938960347,0.3749178722500801,30,0.3104028602441152,0.30655600130558014,0.01347129887739797,0.0048206423923759945,0.3352576866745949,30,14.163255939881006,14.132916927337646,1.031916686432906,0.369266643795188,15.80408588051796,30,0.0,0.0,0.0,0.0,0.0,30,2.0026549696922302,1.985643059015274,0.07101240776907757,0.025411463763947543,2.0955706015229225,30,0.0,0.0,0.0,0.0,0.0,0,,,,,,0,,,,,,30,173.32415916033597,173.1494214386089,1.0341646669733866,0.37007107330041256,175.0278797001556,0,,,,,,30,2.0,2.0,0.0,0.0,2.0,30,8.666666666666666,10.0,3.3970913860326855,1.215633540263907,13.0,30,0.0,0.0,0.0,0.0,0.0,30,45.0,45.0,0.0,0.0,45.0,30,17.066666666666666,17.5,6.882929074433221,2.4630245369731503,26.55,30,0.3027563406477977,0.3043280871670702,0.12088741319157893,0.04325900524067058,0.4689285714285715,30,1.0,1.0,0.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,32.0,32.0,0.0,0.0,32.0,30,87380.86666666667,87961.0,9135.435530199793,3269.0736201827344,101667.65
AGENT_FAILURE:transport,AGENT_FAILURE,transport,no_verification_rollback,30,0,30,0.0,0.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.17849616706371307,0.17949379980564117,0.006022347406863778,0.002155069342263062,0.18577799201011658,30,0.1928997536500295,0.19256211817264557,0.0030018228138924577,0.0010741884982843203,0.1989183947443962,30,4.106054579218228,4.093233495950699,0.0628824693874947,0.02250220267737049,4.215422086417675,30,0.001012161374092102,0.0010021030902862549,3.914642710475289e-05,1.400836903172314e-05,0.0010749325156211853,30,0.3095615655183792,0.3060121089220047,0.0124467299961209,0.004454005126887049,0.33317897468805313,30,14.185575271646181,14.242764562368393,1.0263124623109143,0.3672611979488208,15.875038877129555,30,1.2203731884558995,1.214655116200447,0.05133789395746291,0.018371029415869593,1.309117116034031,30,2.860724925994873,2.838907763361931,0.09016332152953924,0.032264530240062296,3.027220256626606,30,17.654770240187645,17.533766105771065,1.0162516104519987,0.3636609683484015,19.395626336336136,0,,,,,,0,,,,,,0,,,,,,0,,,,,,30,2.0,2.0,0.0,0.0,2.0,30,8.666666666666666,10.0,3.3970913860326855,1.215633540263907,13.0,30,0.0,0.0,0.0,0.0,0.0,30,45.0,45.0,0.0,0.0,45.0,30,17.066666666666666,17.5,6.882929074433221,2.4630245369731503,26.55,30,0.3027563406477977,0.3043280871670702,0.12088741319157893,0.04325900524067058,0.4689285714285715,30,0.9166666666666666,1.0,0.11986582537134603,0.042893434734176034,1.0,30,3.6666666666666665,4.0,0.47946330148538413,0.17157373893670413,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,32.0,32.0,0.0,0.0,32.0,30,95521.66666666667,96108.5,9290.646317049517,3324.615086944872,110110.1
AGENT_FAILURE:transport,AGENT_FAILURE,transport,proposed,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.1846307267745336,0.18579140305519104,0.0059147264165634456,0.0021165576654846845,0.19232872873544693,30,0.19582882523536682,0.19517168402671814,0.0032404824242842547,0.0011595917430399483,0.2026902511715889,30,4.961623251438141,4.087518900632858,4.700044836699429,1.6818894445193617,4.269794560968876,30,0.37154840926329297,0.37191249430179596,0.002742231062056518,0.0009812947829120732,0.37615541368722916,30,0.30712634325027466,0.3037489950656891,0.012661509285765822,0.004530862908611709,0.33003799617290497,30,14.132014786203703,14.16640542447567,1.0461925000169296,0.3743751780779709,15.931158140301704,30,1.231718932588895,1.2221075594425201,0.05515141061486819,0.019735678825702204,1.3410493731498718,30,3.3837586641311646,3.379644826054573,0.06593591926641905,0.023594865683610702,3.5019708797335625,30,17.875951280196507,17.80764013528824,1.0249555079168737,0.36677561805515463,19.712420366704464,30,125.98490789524703,125.01926012333797,4.812230892270688,1.722034708924981,127.31858380136032,30,275.9849078953266,275.0192601233721,4.812230892271141,1.7220347089251429,277.31858380138874,0,,,,,,30,275.9849078953266,275.0192601233721,4.812230892271141,1.7220347089251429,277.31858380138874,30,2.0,2.0,0.0,0.0,2.0,30,8.666666666666666,10.0,3.3970913860326855,1.215633540263907,13.0,30,0.0,0.0,0.0,0.0,0.0,30,45.0,45.0,0.0,0.0,45.0,30,17.066666666666666,17.5,6.882929074433221,2.4630245369731503,26.55,30,0.3027563406477977,0.3043280871670702,0.12088741319157893,0.04325900524067058,0.4689285714285715,30,0.9166666666666666,1.0,0.11986582537134603,0.042893434734176034,1.0,30,3.6666666666666665,4.0,0.47946330148538413,0.17157373893670413,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.001,0.001,0.0,0.0,0.001,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,0.0,0.0,0.0,0.0,0.0,30,1.2833333333333334,1.25,0.20482681218167154,0.07329633340366662,1.5,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,13.0,13.0,0.0,0.0,13.0,30,32.0,32.0,0.0,0.0,32.0,30,95521.66666666667,96108.5,9290.646317049517,3324.615086944872,110110.1
LINK_FAILURE:capacity_factor_0.0,LINK_FAILURE,capacity_factor_0.0,full_rebuild,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.18280372023582458,0.18157623708248138,0.006592637073004112,0.002359144878375067,0.1932227984070778,30,0.2223768581946691,0.2207886427640915,0.011848287266785936,0.004239855146495659,0.241803377866745,30,4.123749335606893,4.11597266793251,0.04818104593986414,0.017241365860898104,4.189698025584221,30,0.3882891188065211,0.3882255405187607,0.003600106555869744,0.001288281585780433,0.3938782960176468,30,0.2906549721956253,0.2891998738050461,0.017029451178745433,0.006093910840987452,0.3178391605615616,30,19.362095619241398,19.196946173906326,0.9289587013112515,0.33242360198993254,20.971254259347916,30,1.253276194135348,1.2472663074731827,0.0687844365584422,0.02461419450544998,1.3852959498763084,30,3.273877874016762,3.262445330619812,0.08277144709686182,0.029619381945633853,3.4318141639232635,30,23.136295502384502,22.791484370827675,1.0130258265612788,0.3625066364080466,24.898842349648476,30,130.73249744864293,130.28039820483173,1.1085658115530532,0.39669518095819717,132.67074245950425,30,280.73249744872254,280.2803982049227,1.1085658115531694,0.3966951809582387,282.6707424595952,0,,,,,,30,280.73249744872254,280.2803982049227,1.1085658115531694,0.3966951809582387,282.6707424595952,30,1.5333333333333334,1.0,0.8193072487266861,0.2931853336146665,3.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,45.0,45.0,0.0,0.0,45.0,30,61.266666666666666,62.0,3.8050178606072573,1.3616081544568999,66.55000000000001,30,1.085446394194714,1.070846394984326,0.05364601735092862,0.01919698076463253,1.190357142857143,30,1.0,1.0,0.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.08,0.08,2.533725810203382e-18,9.06682136777211e-19,0.08,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,0.0,0.0,0.0,0.0,0.0,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,13.08126984126984,13.0,0.9328723882151526,0.33382409686211495,14.48,30,83.08126984126984,83.0,0.9328723882151523,0.33382409686211484,84.47999999999999,30,12.115873015873015,13.0,1.1435235696071768,0.4092046540202841,13.0,30,32.0,32.0,0.0,0.0,32.0,30,156693.6,153858.0,7372.62740608567,2638.2608344173627,170123.40000000002
LINK_FAILURE:capacity_factor_0.0,LINK_FAILURE,capacity_factor_0.0,network_only,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.18192554513613382,0.18050521612167358,0.006608381631740792,0.002364778996360723,0.19342396408319473,30,0.2242544045050939,0.2184547483921051,0.013535312138650276,0.004843549243725336,0.2460826188325882,30,4.0690043320258455,4.054345190525055,0.06719419124038077,0.024045132526772758,4.2001450434327126,30,0.3892480085293452,0.3883540630340576,0.0035511933248827407,0.0012707782108653653,0.3947967663407326,30,0.29075990120569867,0.2894289791584015,0.016293159977794673,0.005830432418547295,0.31708143651485443,30,13.807081058621407,13.814201578497887,1.115060591023004,0.39901930794304996,15.703370980918407,30,1.2491857012112935,1.2515056878328323,0.060266974208485626,0.021566259747758824,1.3502880930900574,30,3.2954526444276175,3.2876096665859222,0.08326643245932144,0.029796510182754466,3.4288670867681503,30,17.58352356652419,17.735861241817474,1.0527731291264832,0.37673002596181093,19.265003502368927,30,124.85038414589553,124.95710365465129,1.0555597209921221,0.37772719505441316,126.41325220456565,30,274.8503841459751,274.95710365474224,1.0555597209802294,0.3777271950501575,276.4132522046566,0,,,,,,30,274.8503841459751,274.95710365474224,1.0555597209802294,0.3777271950501575,276.4132522046566,30,1.5333333333333334,1.0,0.8193072487266861,0.2931853336146665,3.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,45.0,45.0,0.0,0.0,45.0,30,15.466666666666667,11.5,9.665913565590749,3.458902747195906,31.1,30,0.27447522956643605,0.2111111111111111,0.1724048988434386,0.06169430071901913,0.5654545454545454,30,1.0,1.0,0.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.08,0.08,2.533725810203382e-18,9.06682136777211e-19,0.08,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,0.0,0.0,0.0,0.0,0.0,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,13.08126984126984,13.0,0.9328723882151526,0.33382409686211495,14.48,30,83.08126984126984,83.0,0.9328723882151523,0.33382409686211484,84.47999999999999,30,12.115873015873015,13.0,1.1435235696071768,0.4092046540202841,13.0,30,32.0,32.0,0.0,0.0,32.0,30,97816.23333333334,96054.0,10929.193760475791,3910.9617591987717,117936.1
LINK_FAILURE:capacity_factor_0.0,LINK_FAILURE,capacity_factor_0.0,proposed,30,30,0,1.0,1.0,0.0,0.0,0.0,0.0,30,150.00000000007958,150.00000000009095,3.468910297549026e-11,1.241333607687312e-11,150.00000000009095,30,0.18390081822872162,0.18108822405338287,0.0080969695350971,0.002897463336379135,0.19564181566238403,30,0.22331426541010538,0.21786615252494812,0.013800020067949021,0.004938273759689907,0.24590305984020233,30,4.138498132427533,4.1340067982673645,0.05341757702824436,0.01911523444501762,4.237520322203636,30,0.3912681092818578,0.39057061076164246,0.005006869460876138,0.0017916852261876525,0.40162596851587296,30,0.2937734127044678,0.2931300550699234,0.016134588939524287,0.0057736885012571945,0.3206934779882431,30,13.778642813364664,13.720942661166191,1.1087984595365021,0.39677843296987925,15.642538294196129,30,1.247000942627589,1.251285895705223,0.05653592121613773,0.020231119581483513,1.3316668570041656,30,3.308838357528051,3.2871123403310776,0.1072566792766132,0.038381309752826644,3.49220372736454,30,17.55110447605451,17.61755347251892,1.0516798153174982,0.37633878863987713,19.195728562772274,30,124.89894206317256,125.02137050023521,1.0497863570411856,0.3756612232975847,126.399445719926,30,274.89894206325215,275.02137050032616,1.0497863570274863,0.3756612232926825,276.39944572001696,0,,,,,,30,274.89894206325215,275.02137050032616,1.0497863570274863,0.3756612232926825,276.39944572001696,30,1.5333333333333334,1.0,0.8193072487266861,0.2931853336146665,3.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,4.366666666666666,3.5,2.3994731222432595,0.8586404293842562,8.0,30,45.0,45.0,0.0,0.0,45.0,30,15.466666666666667,11.5,9.665913565590749,3.458902747195906,31.1,30,0.27447522956643605,0.2111111111111111,0.1724048988434386,0.06169430071901913,0.5654545454545454,30,1.0,1.0,0.0,0.0,1.0,30,4.0,4.0,0.0,0.0,4.0,30,0.0,0.0,0.0,0.0,0.0,30,0.0,0.0,0.0,0.0,0.0,30,0.08,0.08,2.533725810203382e-18,9.06682136777211e-19,0.08,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,0.0,0.0,0.0,0.0,0.0,30,5.491666666666666,4.25,2.8816327786975853,1.031179046554787,9.8875,30,13.08126984126984,13.0,0.9328723882151526,0.33382409686211495,14.48,30,83.08126984126984,83.0,0.9328723882151523,0.33382409686211484,84.47999999999999,30,12.115873015873015,13.0,1.1435235696071768,0.4092046540202841,13.0,30,32.0,32.0,0.0,0.0,32.0,30,97816.23333333334,96054.0,10929.193760475791,3910.9617591987717,117936.1
